"obs_id","study_id","entity_id","tech_id","observation_type","year_observed","metric_name","metric_value","confidence","verification_method","methodology_code","source_page","notes"
"aberdeen-1996-ncr-fail-safe-enterprise-nt-OBS-011","aberdeen-1996-ncr-fail-safe-enterprise-nt","ncr-corporation","teradata-data-warehouse","actual-outcome","1999","NCR data mart market outcome","NCR/Teradata became leading enterprise data warehouse platform in late 1990s; NT-based data marts proliferated broadly as predicted","verified","web-source","document-review","Post-publication verification","Teradata remained NCR's flagship data warehouse product; NT data marts became mainstream by 1998-2000"
"aberdeen-1996-ncr-fail-safe-enterprise-nt-OBS-012","aberdeen-1996-ncr-fail-safe-enterprise-nt","ncr-corporation","windows-nt-server","expert-opinion","1996","Aberdeen overall verdict on NCR NT","NCR is an 'experienced, fail-safe choice for NT-based OLTP application deployments'","high","ingest-extraction","field-research","Aberdeen Conclusions","Based on user interviews with major retail, finance, telecom, and transportation NCR/NT early adopters"
"aberdeen-1996-ncr-fail-safe-enterprise-nt-OBS-013","aberdeen-1996-ncr-fail-safe-enterprise-nt","att-gis","windows-nt-server","market-data","1994","AT&T GIS enterprise NT commitment announcement","August 1994: AT&T GIS announced plan to bring NT into enterprise with scalability, manageability, reliability, serviceability features","high","ingest-extraction","document-review","Executive Summary","AT&T GIS became NCR after AT&T spin-off announced Sept 1995, completed 1996"
"aberdeen-1996-ncr-fail-safe-enterprise-nt-OBS-014","aberdeen-1996-ncr-fail-safe-enterprise-nt","ncr-corporation","windows-nt-server","framework-factor","1996","NT OLTP benefit factor 1: Time to market","IT decision makers primary motivation: NT enables faster competitive response than legacy mainframe","high","ingest-extraction","field-research","The Driving Force: Time-To-Market","Market window shrinking from years to months; MVS-based systems too slow to adapt"
"aberdeen-1996-ncr-fail-safe-enterprise-nt-OBS-015","aberdeen-1996-ncr-fail-safe-enterprise-nt","ncr-corporation","ncr-lifekeeper","framework-factor","1996","NT OLTP benefit factor 2: Service level agreements","NCR LifeKeeper/TOP END enabled IS to commit to enterprise-grade SLAs, including external customer-facing guarantees","high","ingest-extraction","field-research","NCR's Impact: Ensures New Service-Level Agreements","Some enterprises offered contractual SLA guarantees to external customers enabled by NCR HA tools"
"aberdeen-1996-ncr-fail-safe-enterprise-nt-OBS-016","aberdeen-1996-ncr-fail-safe-enterprise-nt","ncr-corporation","windows-nt-server","framework-factor","1996","NT OLTP benefit factor 3: Homogeneous environment","IS decision makers sought single standard OS platform across hardware; reduced management complexity","high","ingest-extraction","field-research","Enterprise NT: The Benefits","Contrast with heterogeneous Unix/VMS/MVS environments requiring platform-specific expertise"
"aberdeen-1996-ncr-fail-safe-enterprise-nt-OBS-017","aberdeen-1996-ncr-fail-safe-enterprise-nt","microsoft","ncr-worldmark","framework-factor","1996","NT OLTP benefit factor 4: Desktop synergy","Business-line managers wanted OLTP on NT to align with desktop Windows; reduced training, OLE object reuse","high","ingest-extraction","field-research","Enterprise NT: The Benefits","NT Workstation 4.0 alignment with NT Server cited as strategic advantage"
"aberdeen-1996-ncr-fail-safe-enterprise-nt-OBS-018","aberdeen-1996-ncr-fail-safe-enterprise-nt","ncr-corporation","windows-nt-server","viability-prediction","1996","NCR Microsoft Authorized Consulting Partner status","Aberdeen predicts NCR will become one of select Microsoft Authorized Consulting Partners for NT","verified","outcome-linkage","industry-analysis","NCR Services: Critical To Deployment Success","Based on NCR's growing NT implementation expertise and existing Microsoft Authorized Support Center status"
"aberdeen-1996-ncr-fail-safe-enterprise-nt-OBS-019","aberdeen-1996-ncr-fail-safe-enterprise-nt","ncr-corporation","windows-nt-server","actual-outcome","1998","NCR Microsoft partnership outcome","NCR became major Microsoft partner for enterprise solutions; Teradata/NT integration was commercially successful through late 1990s","verified","web-source","document-review","Post-publication verification","NCR maintained enterprise NT/SQL Server presence though lost hardware market to HP/Compaq/Dell by early 2000s"
"aberdeen-1996-ncr-fail-safe-enterprise-nt-OBS-020","aberdeen-1996-ncr-fail-safe-enterprise-nt","ncr-corporation","windows-nt-server","market-data","1995","NCR NT/OLTP early adopter industries","Primary: retail, finance, telecommunications, transportation","high","ingest-extraction","field-research","NCR's Impact: Ensures New Service-Level Agreements","Aberdeen user interviews confirmed NCR NT adoption concentrated in these four verticals"
