"obs_id","study_id","entity_id","tech_id","observation_type","year_observed","metric_name","metric_value","confidence","verification_method","methodology_code","source_page","notes","section"
"volume-1-ch02-physics-of-the-machine-1969-1972-OBS-014","volume-1-ch02-physics-of-the-machine-1969-1972","","jcl","topic-insight","1969","JCL characteristics: cryptic and unforgiving","JCL was notoriously cryptic; a single misplaced comma caused a job to fail and waste an expensive machine run.","high","ingest-extraction","mc-ia","Core Dumps and JCL sidebar","",""
"volume-1-ch02-physics-of-the-machine-1969-1972-OBS-015","volume-1-ch02-physics-of-the-machine-1969-1972","robert-siegel","ibm-360-65","personal-recollection","1969","Siegel's One-Instruction Switch technique","IBM instruction to set binary flag in register directly without touching memory; replaced 3 memory references with 1 instruction—transformative at scale.","high","ingest-extraction","mc-oh","The Rocket Scientists of Arlington","",""
"volume-1-ch02-physics-of-the-machine-1969-1972-OBS-016","volume-1-ch02-physics-of-the-machine-1969-1972","robert-siegel","cobol","personal-recollection","1969","One-Instruction Switch achievable in COBOL","Siegel confirmed the One-Instruction Switch optimization was achievable in COBOL, not just assembly.","high","ingest-extraction","mc-oh","The Rocket Scientists of Arlington","",""
"volume-1-ch02-physics-of-the-machine-1969-1972-OBS-017","volume-1-ch02-physics-of-the-machine-1969-1972","","ibm-360-65","expert-opinion","1969","Economics of 1969 programming culture","Efficiency was not an engineering preference; it was economic survival at $360/hour. Unnecessary instructions were a small theft from the company budget.","high","ingest-extraction","mc-eo","The Rocket Scientists of Arlington","",""
"volume-1-ch02-physics-of-the-machine-1969-1972-OBS-018","volume-1-ch02-physics-of-the-machine-1969-1972","","service-bureau-computing","topic-insight","1969","Service bureau batch submission workflow","Write code on coding form → keypunch to cards → submit to operations queue → wait hours → retrieve printout → iterate on error.","high","ingest-extraction","mc-ia","Why $360 an Hour Changed How Software Was Written sidebar","",""
"volume-1-ch02-physics-of-the-machine-1969-1972-OBS-019","volume-1-ch02-physics-of-the-machine-1969-1972","","timesharing","topic-insight","1969","Timesharing availability: universities vs. commercial bureaus","Timesharing (terminal-based interactive coding) existed at universities and research labs in 1969 but was not typical at commercial service bureaus.","high","ingest-extraction","mc-ia","Why $360 an Hour Changed How Software Was Written sidebar","",""
"volume-1-ch02-physics-of-the-machine-1969-1972-OBS-020","volume-1-ch02-physics-of-the-machine-1969-1972","","service-bureau-computing","expert-opinion","1969","Batch submission imposed rigorous pre-coding discipline","Every submission was a financial event; discipline of thinking through problems completely before submission was rigorous in ways instant-feedback IDEs don't replicate.","high","ingest-extraction","mc-eo","Why $360 an Hour Changed How Software Was Written sidebar","",""
"volume-1-ch02-physics-of-the-machine-1969-1972-OBS-021","volume-1-ch02-physics-of-the-machine-1969-1972","cumberland-farms","retail-accounting-system","personal-recollection","1969","Cumberland Farms pump counter rollover problem","Pump counters physically rolled over to zero at 9,999 gallons; accounting code had to detect rollover and reconcile digital ledger against paper cash transmittal forms.","high","ingest-extraction","mc-oh","The World Outside the Machine","",""
"volume-1-ch02-physics-of-the-machine-1969-1972-OBS-022","volume-1-ch02-physics-of-the-machine-1969-1972","peter-s-kastner","","expert-opinion","1969","Lesson: software models physical reality, not ideal specifications","Good software anticipates the ways reality deviates from specification; models what the pump's gears actually did, not what the pump should have done.","high","ingest-extraction","mc-eo","The World Outside the Machine","",""
"volume-1-ch02-physics-of-the-machine-1969-1972-OBS-023","volume-1-ch02-physics-of-the-machine-1969-1972","marine-midland-bank","bond-portfolio-system","personal-recollection","1969","Marine Midland bond portfolio Y2K fix date","July 1969; while Apollo 11 transfixed the world, Kastner was fixing a Y2K-class two-digit-year bug in Marine Midland Bank's bond portfolio system.","high","ingest-extraction","mc-oh","The World Outside the Machine","",""
"volume-1-ch02-physics-of-the-machine-1969-1972-OBS-024","volume-1-ch02-physics-of-the-machine-1969-1972","marine-midland-bank","y2k-bug","personal-recollection","1969","Y2K bug discovered 30 years early","Two-digit year field: 30-year bond issued in 1970 maturing in 2000 would be recorded as '00', read as 1900. Kastner expanded field to fix it.","high","ingest-extraction","mc-oh","The World Outside the Machine","",""
"volume-1-ch02-physics-of-the-machine-1969-1972-OBS-025","volume-1-ch02-physics-of-the-machine-1969-1972","peter-s-kastner","y2k-bug","personal-recollection","1969","Y2K fix made quietly, no press release","""No one wrote a press release about it. We were just doing the job."" Fix came 30 years before the global Y2K panic.","high","ingest-extraction","mc-oh","The World Outside the Machine","",""
"volume-1-ch02-physics-of-the-machine-1969-1972-OBS-026","volume-1-ch02-physics-of-the-machine-1969-1972","phi-computer-services","cosmos-application-package","personal-recollection","1969","Cosmos system description and naming","Originally called Customer Accounting System (CAS), renamed Cosmos; Creedence Clearwater Revival 'Cosmos Factory' album cover framed on main room wall.","high","ingest-extraction","mc-oh","The Cosmos Factory","",""
"volume-1-ch02-physics-of-the-machine-1969-1972-OBS-027","volume-1-ch02-physics-of-the-machine-1969-1972","phi-computer-services","cosmos-application-package","personal-recollection","1969","Cosmos capability: code generation at scale","Cosmos generated millions of lines of architecturally sound COBOL code according to specifications—a generator, not a conventional application.","high","ingest-extraction","mc-oh","The Cosmos Factory","",""
"volume-1-ch02-physics-of-the-machine-1969-1972-OBS-028","volume-1-ch02-physics-of-the-machine-1969-1972","","code-generation","expert-opinion","1969","Code generation as answer to Brooks's Law","Code generator sidesteps Brooks's Law coordination overhead; produces code faster than any team with perfect architectural consistency—a force multiplier.","high","ingest-extraction","mc-eo","Why Code Generation Mattered sidebar","",""
"volume-1-ch02-physics-of-the-machine-1969-1972-OBS-029","volume-1-ch02-physics-of-the-machine-1969-1972","","code-generation","topic-insight","1969","Code generation as early low-code development","Cosmos was an early form of low-code development, enabling PHI to deploy systems at scale and speed impossible with conventional programming teams.","high","ingest-extraction","mc-ia","Why Code Generation Mattered sidebar","",""
"volume-1-ch02-physics-of-the-machine-1969-1972-OBS-030","volume-1-ch02-physics-of-the-machine-1969-1972","phi-computer-services","cosmos-application-package","market-data","1970","Cosmos productivity: bank checking account system build time","Team of four built an entire bank checking account system using Cosmos in one year.","high","ingest-extraction","mc-ia","The Cosmos Factory","",""
"volume-1-ch02-physics-of-the-machine-1969-1972-OBS-031","volume-1-ch02-physics-of-the-machine-1969-1972","peter-s-kastner","cosmos-application-package","personal-recollection","1969","Personal excitement working on Cosmos","Working on Cosmos was 'genuinely exciting—the closest I had come so far to the automation dream'—building a machine that built other machines.","high","ingest-extraction","mc-oh","The Cosmos Factory","",""
"volume-1-ch02-physics-of-the-machine-1969-1972-OBS-032","volume-1-ch02-physics-of-the-machine-1969-1972","wang-laboratories","","personal-recollection","1972","Wang acquires PHI and relocates staff","Wang Laboratories acquired PHI; professional staff ordered to relocate to Wang's facility in Tewksbury, Massachusetts (~25 miles north of Boston).","high","ingest-extraction","mc-oh","The Commute of Death","",""
"volume-1-ch02-physics-of-the-machine-1969-1972-OBS-033","volume-1-ch02-physics-of-the-machine-1969-1972","peter-s-kastner","","personal-recollection","1972","Reason for leaving PHI: commute, not dissatisfaction","Kastner's wife worked in Quincy (South Shore); Tewksbury (North Shore) commute through Boston was 'Commute of Death'—impractical daily commitment.","high","ingest-extraction","mc-oh","The Commute of Death","",""
"volume-1-ch02-physics-of-the-machine-1969-1972-OBS-034","volume-1-ch02-physics-of-the-machine-1969-1972","wang-laboratories","","personal-recollection","1972","Wang described as remarkable company","Kastner had nothing against Wang Laboratories; called it 'a remarkable company'—and noted Moros provided key technical leadership for An Wang's computing initiatives.","high","ingest-extraction","mc-oh","The Commute of Death","",""
"volume-1-ch02-physics-of-the-machine-1969-1972-OBS-035","volume-1-ch02-physics-of-the-machine-1969-1972","dave-moros","","personal-recollection","1972","Moros role at Wang post-acquisition","David Moros provided key technical leadership for Dr. An Wang's computing initiatives after PHI's acquisition by Wang Laboratories.","high","ingest-extraction","mc-oh","The Commute of Death","",""
"volume-1-ch02-physics-of-the-machine-1969-1972-OBS-036","volume-1-ch02-physics-of-the-machine-1969-1972","murray-sherry","","personal-recollection","1972","PHI diaspora: Murray Sherry leads group to Arthur D. Little Systems","Kastner followed Murray Sherry and others from PHI to Arthur D. Little Systems in Cambridge; described as 'a small, seasoned rescue squad.'","high","ingest-extraction","mc-oh","The Commute of Death","",""
"volume-1-ch02-physics-of-the-machine-1969-1972-OBS-037","volume-1-ch02-physics-of-the-machine-1969-1972","arthur-d-little-systems","","personal-recollection","1972","PHI alumni group joined Arthur D. Little Systems","Several PHI alumni arrived together at Arthur D. Little Systems, Cambridge—described as 'arriving as a small, seasoned rescue squad' rather than joining a consultancy.","high","ingest-extraction","mc-oh","The Commute of Death","",""
"volume-1-ch02-physics-of-the-machine-1969-1972-OBS-038","volume-1-ch02-physics-of-the-machine-1969-1972","peter-s-kastner","","expert-opinion","1972","Lesson 1: software models physical reality","Gas pump counters roll over; bank systems use two-digit years. Good code anticipates the gap between specification and reality. Application users matter.","high","ingest-extraction","mc-eo","What PHI Taught","",""
"volume-1-ch02-physics-of-the-machine-1969-1972-OBS-039","volume-1-ch02-physics-of-the-machine-1969-1972","peter-s-kastner","","expert-opinion","1972","Lesson 2: economics shape engineering culture more than aesthetics","PHI programmers' obsession with instruction counts was rational response to $360/hour, not personality. Change the economics, change the culture.","high","ingest-extraction","mc-eo","What PHI Taught","",""
"volume-1-ch02-physics-of-the-machine-1969-1972-OBS-040","volume-1-ch02-physics-of-the-machine-1969-1972","peter-s-kastner","code-generation","expert-opinion","1972","Lesson 3: automation multiplied by systems beats automation multiplied by people","Cosmos showed the right answer to Brooks's Law was tools that made each programmer more powerful, not more programmers.","high","ingest-extraction","mc-eo","What PHI Taught","",""
"volume-1-ch02-physics-of-the-machine-1969-1972-OBS-041","volume-1-ch02-physics-of-the-machine-1969-1972","peter-s-kastner","","expert-opinion","2024","AI inference cost trajectory analogy to 1969 compute costs","Falling AI inference costs in late 2020s will re-invert the economics again—echoing the 1969 dynamic in reverse. Worth remembering.","medium","ingest-extraction","mc-eo","What PHI Taught","",""
"volume-1-ch02-physics-of-the-machine-1969-1972-OBS-042","volume-1-ch02-physics-of-the-machine-1969-1972","peter-s-kastner","","personal-recollection","1969","Kastner's starting age and compensation","Age 21, salary $7,200/year—described as higher than what many bank vice presidents earned at the time.","high","ingest-extraction","mc-oh","Opening paragraph","",""
"volume-1-ch02-physics-of-the-machine-1969-1972-OBS-043","volume-1-ch02-physics-of-the-machine-1969-1972","","ibm-360-65","market-data","1969","CPU cost relative to annual salary","20 hours of IBM 360/65 CPU time at $360/hour = $7,200 = one programmer's annual salary in 1969.","high","ingest-extraction","mc-ia","Opening section","",""
"volume-1-ch02-physics-of-the-machine-1969-1972-OBS-044","volume-1-ch02-physics-of-the-machine-1969-1972","phi-computer-services","","personal-recollection","1969","PHI staff composition","Collection of whiz kids and productive eccentrics spread across a ramshackle group of old houses and a repurposed funeral home in Arlington, MA.","high","ingest-extraction","mc-oh","The Rocket Scientists of Arlington","",""
"volume-1-ch02-physics-of-the-machine-1969-1972-OBS-045","volume-1-ch02-physics-of-the-machine-1969-1972","phi-computer-services","","expert-opinion","1969","PHI sloppy code culture","At PHI, sloppy code was not merely an error—it was a moral failing. Apollo-derived DNA ran through everything they built.","high","ingest-extraction","mc-eo","The Rocket Scientists of Arlington","",""
"volume-1-ch02-physics-of-the-machine-1969-1972-OBS-046","volume-1-ch02-physics-of-the-machine-1969-1972","robert-siegel","","personal-recollection","1969","Siegel character description","Brilliant, abrasive mentor. Did not teach syntax; taught physics of the machine—physical resources of disk, memory, card reader.","high","ingest-extraction","mc-oh","The Rocket Scientists of Arlington","",""
"volume-1-ch02-physics-of-the-machine-1969-1972-OBS-047","volume-1-ch02-physics-of-the-machine-1969-1972","dave-moros","","personal-recollection","1969","Moros character description","Described as 'dapper, polite, and relentlessly precise'; presided over PHI's engineering team.","high","ingest-extraction","mc-oh","The Rocket Scientists of Arlington","",""
"volume-1-ch02-physics-of-the-machine-1969-1972-OBS-048","volume-1-ch02-physics-of-the-machine-1969-1972","peter-s-kastner","core-dump","personal-recollection","1969","Core dump debugging analogy","Reading a core dump was like reconstructing a car crash from skid marks—hundreds of pages of raw hex to locate program crash cause and data state.","high","ingest-extraction","mc-oh","Core Dumps and JCL sidebar","",""
"volume-1-ch02-physics-of-the-machine-1969-1972-OBS-049","volume-1-ch02-physics-of-the-machine-1969-1972","cumberland-farms","retail-accounting-system","personal-recollection","1969","Cumberland Farms project type","Retail accounting system for New England gas station and convenience store chain; one of Kastner's first PHI assignments.","high","ingest-extraction","mc-oh","The World Outside the Machine","",""
"volume-1-ch02-physics-of-the-machine-1969-1972-OBS-050","volume-1-ch02-physics-of-the-machine-1969-1972","peter-s-kastner","","expert-opinion","1969","Software is not mathematics","Software is a model of a much messier physical world; the Cumberland Farms and Marine Midland projects drove this lesson home.","high","ingest-extraction","mc-eo","The World Outside the Machine","",""
"volume-1-ch02-physics-of-the-machine-1969-1972-OBS-051","volume-1-ch02-physics-of-the-machine-1969-1972","marine-midland-bank","bond-portfolio-system","personal-recollection","1969","Bond portfolio system context: Apollo 11 concurrent","Kastner was fixing the Y2K bug in July 1969 while the rest of the world was watching Apollo 11.","high","ingest-extraction","mc-oh","The World Outside the Machine","",""
"volume-1-ch02-physics-of-the-machine-1969-1972-OBS-052","volume-1-ch02-physics-of-the-machine-1969-1972","","y2k-bug","topic-insight","1969","Y2K root cause: two-digit year fields","Systems with two-digit year fields stored year 2000 as '00', interpreted as 1900—a design choice consistent with 1960s storage economics.","high","ingest-extraction","mc-ia","The World Outside the Machine","",""
"volume-1-ch02-physics-of-the-machine-1969-1972-OBS-053","volume-1-ch02-physics-of-the-machine-1969-1972","peter-s-kastner","bond-portfolio-system","personal-recollection","1969","Fix method: expand maturity date field","Kastner fixed the Marine Midland Y2K bug by expanding the maturity date field to accommodate four-digit years.","high","ingest-extraction","mc-oh","The World Outside the Machine","",""
"volume-1-ch02-physics-of-the-machine-1969-1972-OBS-054","volume-1-ch02-physics-of-the-machine-1969-1972","","cosmos-application-package","topic-insight","1969","Cosmos vs. conventional COBOL teams","In 1969, most large apps were built by teams writing COBOL by hand one procedure at a time; Cosmos automated this with perfect architectural consistency.","high","ingest-extraction","mc-ia","Why Code Generation Mattered sidebar","",""
"volume-1-ch02-physics-of-the-machine-1969-1972-OBS-055","volume-1-ch02-physics-of-the-machine-1969-1972","","code-generation","expert-opinion","1969","Brooks's Law and its relevance to code generation","Frederick Brooks argued adding programmers to a late project makes it later; coordination cost grows faster than productivity added. Code generation sidesteps this.","high","ingest-extraction","mc-eo","Why Code Generation Mattered sidebar","Reference to The Mythical Man-Month by Frederick Brooks.",""
"volume-1-ch02-physics-of-the-machine-1969-1972-OBS-056","volume-1-ch02-physics-of-the-machine-1969-1972","phi-computer-services","cosmos-application-package","expert-opinion","1969","Cosmos enabled scale impossible for conventional teams","Cosmos allowed PHI to deploy systems at a scale and speed impossible with conventional programming teams; a force multiplier.","high","ingest-extraction","mc-eo","Why Code Generation Mattered sidebar","",""
"volume-1-ch02-physics-of-the-machine-1969-1972-OBS-057","volume-1-ch02-physics-of-the-machine-1969-1972","peter-s-kastner","cosmos-application-package","personal-recollection","1969","Cosmos connected to childhood automation dream","Cosmos felt like the closest realization of Kastner's childhood automation dream since working in a restaurant bookkeeping room.","high","ingest-extraction","mc-oh","The Cosmos Factory","",""
"volume-1-ch02-physics-of-the-machine-1969-1972-OBS-058","volume-1-ch02-physics-of-the-machine-1969-1972","wang-laboratories","","market-data","1972","Tewksbury facility location relative to Boston","Wang's Tewksbury facility approximately 25 miles north of Boston; on opposite side of city from South Shore employment center.","high","ingest-extraction","mc-ia","The Commute of Death","",""
"volume-1-ch02-physics-of-the-machine-1969-1972-OBS-059","volume-1-ch02-physics-of-the-machine-1969-1972","peter-s-kastner","","personal-recollection","1972","Decision framework: left PHI due to commute, not work","'It was not the machine that drove me out of PHI. It was the Massachusetts Turnpike and Route 128 at 7:30 in the morning.'","high","ingest-extraction","mc-oh","The Commute of Death","",""
"volume-1-ch02-physics-of-the-machine-1969-1972-OBS-060","volume-1-ch02-physics-of-the-machine-1969-1972","peter-s-kastner","","personal-recollection","1972","PHI years duration","1969–1973 at PHI: constituted an education no business school offered and no curriculum could have designed.","high","ingest-extraction","mc-oh","What PHI Taught","",""
"volume-1-ch02-physics-of-the-machine-1969-1972-OBS-061","volume-1-ch02-physics-of-the-machine-1969-1972","peter-s-kastner","","expert-opinion","1972","Transition framing: physics of machine to physics of organizations","'The physics of the machine were now in my bones. It was time to learn the physics of organizations.'","high","ingest-extraction","mc-eo","What PHI Taught","",""
"volume-1-ch02-physics-of-the-machine-1969-1972-OBS-062","volume-1-ch02-physics-of-the-machine-1969-1972","","punch-cards","topic-insight","1969","Batch submission process: financial implications","Each card deck submission was a financial event; careless programs failing on first run wasted real money, not just time.","high","ingest-extraction","mc-ia","Why $360 an Hour Changed How Software Was Written sidebar","",""
"volume-1-ch02-physics-of-the-machine-1969-1972-OBS-063","volume-1-ch02-physics-of-the-machine-1969-1972","","core-memory","topic-insight","1969","Core memory as scarce resource","Programmers had to manage core memory cycles explicitly; efficient use of memory was economically critical at $360/hour.","high","ingest-extraction","mc-ia","The Rocket Scientists of Arlington","",""
"volume-1-ch02-physics-of-the-machine-1969-1972-OBS-064","volume-1-ch02-physics-of-the-machine-1969-1972","phi-computer-services","ibm-360-65","market-data","1969","PHI as service bureau business model","PHI operated IBM 360/65 as a service bureau, selling CPU time at $360/hour to client companies.","high","ingest-extraction","mc-ia","Opening section","",""
"volume-1-ch02-physics-of-the-machine-1969-1972-OBS-065","volume-1-ch02-physics-of-the-machine-1969-1972","peter-s-kastner","","personal-recollection","1969","Kastner's junior programmer role at PHI","Joined as 21-year-old junior programmer; received education no business school offered through hands-on work with machine economics and senior mentors.","high","ingest-extraction","mc-oh","Opening paragraph","",""
"volume-1-ch02-physics-of-the-machine-1969-1972-OBS-066","volume-1-ch02-physics-of-the-machine-1969-1972","marine-midland-bank","","personal-recollection","1969","Marine Midland engagement type","PHI client engagement for bond portfolio system upgrade in July 1969.","high","ingest-extraction","mc-oh","The World Outside the Machine","",""
"volume-1-ch02-physics-of-the-machine-1969-1972-OBS-067","volume-1-ch02-physics-of-the-machine-1969-1972","","apollo-navigation-software","topic-insight","1969","Apollo program culture transplanted to PHI","PHI's zero-defect culture derived from Apollo: for Apollo programmers, a bug didn't mean a system crash—it meant a spacecraft missing the moon.","high","ingest-extraction","mc-ia","The Rocket Scientists of Arlington","",""
"volume-1-ch02-physics-of-the-machine-1969-1972-OBS-068","volume-1-ch02-physics-of-the-machine-1969-1972","philip-hankins","","personal-recollection","1969","Philip Hankins role at PHI","Founder of PHI; Apollo veteran whose engineering DNA shaped the company culture.","high","ingest-extraction","mc-oh","The Rocket Scientists of Arlington","",""
"volume-1-ch02-physics-of-the-machine-1969-1972-OBS-069","volume-1-ch02-physics-of-the-machine-1969-1972","an-wang","","personal-recollection","1972","An Wang's computing initiatives post-PHI acquisition","David Moros provided key technical leadership for Dr. An Wang's computing initiatives following Wang Labs' acquisition of PHI.","high","ingest-extraction","mc-oh","The Commute of Death","",""
"volume-1-ch02-physics-of-the-machine-1969-1972-OBS-070","volume-1-ch02-physics-of-the-machine-1969-1972","","cobol","topic-insight","1969","COBOL as dominant commercial language at service bureaus","COBOL was the primary language for large application systems at commercial service bureaus in 1969; teams wrote it by hand one procedure at a time.","high","ingest-extraction","mc-ia","Why Code Generation Mattered sidebar","",""
"volume-1-ch02-physics-of-the-machine-1969-1972-OBS-071","volume-1-ch02-physics-of-the-machine-1969-1972","","ibm-360","expert-opinion","1969","IBM 360 as dominant platform for service bureau computing","IBM System/360 family was the dominant platform at commercial service bureaus in late 1960s; reference card was primary programmer documentation.","high","ingest-extraction","mc-eo","The Rocket Scientists of Arlington","",""
"volume-1-ch02-physics-of-the-machine-1969-1972-OBS-072","volume-1-ch02-physics-of-the-machine-1969-1972","peter-s-kastner","jcl","personal-recollection","1969","JCL mastery as differentiator","Mastering JCL separated people who understood the system from those who merely used it—not glamorous but critical knowledge.","high","ingest-extraction","mc-oh","Core Dumps and JCL sidebar","",""
"volume-1-ch02-physics-of-the-machine-1969-1972-OBS-073","volume-1-ch02-physics-of-the-machine-1969-1972","robert-siegel","ibm-360-65","expert-opinion","1969","Siegel's efficiency culture philosophy","Efficiency culture at PHI was direct product of $360/hour economics: when machine time is scarce, programmer's job is to minimize consumption of it.","high","ingest-extraction","mc-eo","Why $360 an Hour Changed How Software Was Written sidebar","",""
"volume-1-ch02-physics-of-the-machine-1969-1972-OBS-074","volume-1-ch02-physics-of-the-machine-1969-1972","peter-s-kastner","","expert-opinion","1969","Programmer as resource manager, not mathematician","Kastner internalized from Siegel that a programmer's job is choreographing hardware, not solving mathematical problems.","high","ingest-extraction","mc-eo","The Rocket Scientists of Arlington","",""
"volume-1-ch02-physics-of-the-machine-1969-1972-OBS-075","volume-1-ch02-physics-of-the-machine-1969-1972","","","topic-insight","2026","Cross-reference: technology breadth analysis","See companion study kastner-technology-breadth-memoir-2026 for quantified 47-year coverage breadth (2,537 distinct technologies, 14 thematic rollups).","high","ingest-extraction","mc-ia","cross-reference","related_study_id: kastner-technology-breadth-memoir-2026",""
"volume-1-ch02-physics-of-the-machine-1969-1972-OBS-076","volume-1-ch02-physics-of-the-machine-1969-1972","","","topic-insight","2026","Cross-reference: preceding chapter","Preceding section: volume-1-ch01-waiting-for-automation-1960-1969","high","ingest-extraction","mc-ia","cross-reference","related_study_id: volume-1-ch01-waiting-for-automation-1960-1969",""
"volume-1-ch02-physics-of-the-machine-1969-1972-OBS-077","volume-1-ch02-physics-of-the-machine-1969-1972","","","topic-insight","2026","Cross-reference: following chapter","Following section: volume-1-ch03-physics-of-consulting-1972-1979","high","ingest-extraction","mc-ia","cross-reference","related_study_id: volume-1-ch03-physics-of-consulting-1972-1979",""
