"obs_id","study_id","entity_id","tech_id","observation_type","year_observed","metric_name","metric_value","confidence","methodology_code","source_page","notes"
"jungle-1-5-675c58-018","jungle-1-5-675c58","computer-associates","ca-ingres","market-share","1994-1995","ca_cs_share","Client-server now 30% of CA business; remainder mainframe","high","market-research","slide-8","CA client-server revenue mix"
"jungle-1-5-675c58-019","jungle-1-5-675c58","computer-associates","ca-ingres","strategic-assessment","1995","ca_ingres_marketing","$30,000,000 marketing campaign to revitalize Ingres","high","market-research","slide-9","CA Ingres revitalization marketing spend"
"jungle-1-5-675c58-020","jungle-1-5-675c58","aberdeen-group","rdbms","competitive-position","1994","informix_revenue_1994","$469 million total 1994 revenue; up 33% from 1993; trailing 12mo $568M","high","financial-data","slide-10","Informix 1994 revenue"
"jungle-1-5-675c58-021","jungle-1-5-675c58","aberdeen-group","rdbms","competitive-position","1995","informix_market_cap_1995","$4.3 billion (up from $1.5B in 1994)","high","financial-data","slide-10","Informix market cap growth"
"jungle-1-5-675c58-022","jungle-1-5-675c58","aberdeen-group","rdbms","market-growth","1995","informix_stock_gain","207% in last 52 weeks (as of 7/29/95)","high","financial-data","slide-10","Informix stock appreciation"
"jungle-1-5-675c58-023","jungle-1-5-675c58","aberdeen-group","rdbms","competitive-position","1994-1995","informix_market_rank","Third-largest RDBMS supplier","high","expert-analysis","slide-11","Informix market ranking"
"jungle-1-5-675c58-024","jungle-1-5-675c58","aberdeen-group","rdbms","expert-opinion","1995","informix_dsa_position","Leader in parallel-scalable (DSA) but lags in replication","high","expert-analysis","slide-11","Informix dual position: DSA leader, replication laggard"
"jungle-1-5-675c58-025","jungle-1-5-675c58","oracle-corporation","oracle-7","competitive-position","1994","oracle_revenue_1994","$2.4 billion; up 40% from 1993","high","financial-data","slide-14","Oracle 1994 revenue"
"jungle-1-5-675c58-026","jungle-1-5-675c58","oracle-corporation","oracle-7","competitive-position","1995","oracle_market_cap_1995","$18.7 billion; up 100% from 1994","high","financial-data","slide-14","Oracle market cap growth"
"jungle-1-5-675c58-027","jungle-1-5-675c58","oracle-corporation","oracle-7","competitive-position","1995","oracle_projected_fy96_revenue","On track for $3.6+ billion in revenues in fiscal 1996","high","expert-analysis","slide-15","Oracle FY1996 revenue projection"
"jungle-1-5-675c58-028","jungle-1-5-675c58","oracle-corporation","oracle-7","competitive-position","1994-1995","oracle_market_rank","Largest RDBMS supplier","high","expert-analysis","slide-15","Oracle market position"
"jungle-1-5-675c58-029","jungle-1-5-675c58","ibm-corporation","ibm-db2","competitive-position","1994-1995","ibm_dbms_rank","Largest overall DBMS supplier (hard to tell revenues; bundled)","high","expert-analysis","slide-18","IBM overall DBMS market position"
"jungle-1-5-675c58-030","jungle-1-5-675c58","ibm-corporation","ibm-db2","expert-opinion","1995","ibm_db2_assessment","New-found competitiveness in DB2: parallel/scalable PQS and SP2; triggers/stored procs; strong proprietary replication","high","expert-analysis","slide-18","IBM DB2 competitive improvement assessment"
"jungle-1-5-675c58-031","jungle-1-5-675c58","microsoft-corporation","microsoft-sql-server","competitive-position","1994-1995","msft_dbms_unit_rank","Largest DBMS supplier in unit sales","high","expert-analysis","slide-22","Microsoft unit sales dominance"
"jungle-1-5-675c58-032","jungle-1-5-675c58","microsoft-corporation","microsoft-sql-server","market-growth","1994-1995","msft_dbms_growth","Overall growth 25%","high","financial-data","slide-22","Microsoft overall DBMS growth rate"
"jungle-1-5-675c58-033","jungle-1-5-675c58","microsoft-corporation","microsoft-sql-server","benchmark-result","1995","msft_sql_alpha_performance","2,800 tpm_C on DEC Alpha with only 3 CPUs; leading price/performance","high","benchmark","slide-21","Microsoft SQL Server 6.0 TPC-C performance on Alpha"
"jungle-1-5-675c58-034","jungle-1-5-675c58","aberdeen-group","rdbms","strategic-assessment","1995","rdbms_key_themes_1995","Replication; parallel processing for scale-up/speed-up; middleware/connectivity; higher-powered OO tools; enterprise administration; personal/workgroup databases","high","expert-analysis","slide-35","Aberdeen's 1995 RDBMS themes"
"jungle-1-5-675c58-035","jungle-1-5-675c58","aberdeen-group","rdbms","competitive-position","1995","scalability_leader","Informix is probably best-in-class in scalability with proven parallel performance and >100GB databases","high","expert-analysis","slide-39","Informix scalability position"
"jungle-1-5-675c58-036","jungle-1-5-675c58","aberdeen-group","ca-ingres","competitive-position","1995","ingres_replication_lead","CA-Ingres leads with best functionality in distributed/replication; peer-peer replication leader","high","expert-analysis","slide-41","CA-Ingres distributed technology assessment"
"jungle-1-5-675c58-037","jungle-1-5-675c58","aberdeen-group","rdbms","competitive-position","1995","sybase_gateway_lead","Sybase has best story for open access to distributed data; OmniSQL Gateway best multi-supplier distributed tech","medium","expert-analysis","slide-45","Sybase open technology assessment"
"jungle-1-5-675c58-038","jungle-1-5-675c58","aberdeen-group","rdbms","competitive-position","1995","informix_tools_position","Informix best at high-productivity bread-and-butter commercial apps; NewEra modernizes; wave of the future","high","expert-analysis","slide-48","Informix development tools competitive position"
"jungle-1-5-675c58-039","jungle-1-5-675c58","sun-microsystems","sybase-sql-server","market-share","1993-1995","sybase_sun_dependency","Sun used to represent 40% of Sybase sales; now about 25%","high","market-research","slide-29","Sybase hardware platform dependency shift away from Sun"
"jungle-1-5-675c58-040","jungle-1-5-675c58","aberdeen-group","rdbms","expert-opinion","1995","informix_best_positioned","Excellent 4GL tools; Workgroup/Dept/SME dominance; great scalability; price-performance leader; per-user pricing leader; easy to do business with","high","expert-analysis","slide-61","Informix best positioning assessment"
