"obs_id","study_id","entity_id","tech_id","observation_type","year_observed","metric_name","metric_value","confidence","verification_method","methodology_code","source_page","notes"
"OBS-011","1998-hp-high-availability-and-metadata-7d1276","ENT-001","TECH-005","market-data","1998","five_nines_audience_understanding","low-among-executives","medium","outcome-linkage","EXPERT-PANEL","2","Lowest understanding of 'five nines' was among line-of-business executives and CEO/CFO/COO management."
"OBS-012","1998-hp-high-availability-and-metadata-7d1276","ENT-003","TECH-008","strategy-classification","1998","ibm_end_to_end_ha_status","not-pursued","medium","ingest-extraction","EXPERT-PANEL","2","IBM understood HA technologies but had not unified HA messaging across four hardware platforms nor pursued end-to-end beyond custom Global Services projects."
"OBS-013","1998-hp-high-availability-and-metadata-7d1276","ENT-004","TECH-006","strategy-classification","1998","sun_clustering_capability","poor-to-fair","medium","outcome-linkage","EXPERT-PANEL","2","Sun rated poor-to-fair in clustering with single-box HA focus, lacking global services comparable to IBM and HP."
"OBS-014","1998-hp-high-availability-and-metadata-7d1276","ENT-004","TECH-008","strategy-classification","1998","sun_end_to_end_ha_concept","absent","medium","outcome-linkage","EXPERT-PANEL","2","Sun lacked any concept of end-to-end HA."
"OBS-015","1998-hp-high-availability-and-metadata-7d1276","ENT-005","TECH-006","strategy-classification","1998","compaq_ha_scope","rack-mounted-clusters-only","medium","outcome-linkage","EXPERT-PANEL","2","Compaq limited HA thrust to rack-mounted clusters. Digital services not widely deployed in HA."
"OBS-016","1998-hp-high-availability-and-metadata-7d1276","ENT-005","TECH-008","strategy-classification","1998","compaq_end_to_end_ha_status","not-pursued","medium","ingest-extraction","EXPERT-PANEL","2","Compaq had not worked on end-to-end HA."
"OBS-017","1998-hp-high-availability-and-metadata-7d1276","ENT-011","TECH-011","strategy-classification","1998","tandem_market_focus","installed-base-only","medium","ingest-extraction","EXPERT-PANEL","2","Tandem division of Compaq focused on selling to installed base with no likely change in focus, despite deep HA expertise."
"OBS-018","1998-hp-high-availability-and-metadata-7d1276","ENT-001","TECH-009","expert-opinion","1998","ha_application_scope","broaden-beyond-unix-oltp","medium","ingest-extraction","EXPERT-PANEL","2","Aberdeen recommended broadening HA scope beyond Unix OLTP to include email, data warehouses, e-business, supply chain, and call centers."
"OBS-019","1998-hp-high-availability-and-metadata-7d1276","ENT-001","TECH-002","viability-prediction","1998","nt_unix_ha_parity_timeline","longer-term","medium","ingest-extraction","EXPERT-PANEL","1","NT and Unix products and services should approach parity longer term. In 1999-2000 HP must clearly communicate Intel/NT HA limits."
"OBS-020","1998-hp-high-availability-and-metadata-7d1276","ENT-001","TECH-002","actual-outcome","2003","nt_ha_improvement","confirmed-gradual","high","ingest-extraction","HISTORICAL-RECORD","","Windows Server 2003 and later editions significantly improved HA capabilities, confirming the prediction of gradual improvement."
"OBS-021","1998-hp-high-availability-and-metadata-7d1276","ENT-001","TECH-004","strategy-classification","1998","hao_differentiator_value","high","medium","outcome-linkage","EXPERT-PANEL","1","HAO remote monitoring identified as one of three competitive differentiators for HP's HA positioning."
"OBS-022","1998-hp-high-availability-and-metadata-7d1276","ENT-001","TECH-008","strategy-classification","1998","services_component_barrier","high","medium","ingest-extraction","EXPERT-PANEL","2","HP's HA advantage had a high level of services components, raising the bar for box-technology-only competitors like Sun and Compaq."
"OBS-023","1998-hp-high-availability-and-metadata-7d1276","ENT-001","","market-data","1998","ha_channel_coverage","direct-and-indirect","medium","outcome-linkage","EXPERT-PANEL","1","HP's HA message must cover both directly sold and indirectly sold channels."
"OBS-024","1998-hp-high-availability-and-metadata-7d1276","ENT-001","","market-data","1998","ha_vertical_priority","telcos-finance-retail","medium","ingest-extraction","EXPERT-PANEL","2","Vertical focus of HA starts with telcos, finance, and retail in-store systems."
"OBS-025","1998-hp-high-availability-and-metadata-7d1276","ENT-001","TECH-008","viability-prediction","1998","isv_integration_feasibility","challenging","medium","ingest-extraction","EXPERT-PANEL","2","End-to-end HA requires ISV applications to plug into HP HA infrastructure; this represents an HP-only investment that ISVs find generally unpalatable."
"OBS-026","1998-hp-high-availability-and-metadata-7d1276","ENT-007","","strategy-classification","1998","cisco_partnership_importance","critical-for-end-to-end","medium","outcome-linkage","EXPERT-PANEL","1","End-to-end HA concept requires deeper relationships with partners like Cisco."
"OBS-027","1998-hp-high-availability-and-metadata-7d1276","ENT-008","","strategy-classification","1998","emc_partnership_importance","critical-for-end-to-end","medium","ingest-extraction","EXPERT-PANEL","1","End-to-end HA concept requires deeper relationships with partners like EMC."
"OBS-028","1998-hp-high-availability-and-metadata-7d1276","ENT-001","TECH-003","viability-prediction","1999","single_system_ha_improvement","expected-1999","medium","ingest-extraction","EXPERT-PANEL","2","Improvements in 1999 expected to make HP's offering on single systems more competitive."
"OBS-029","1998-hp-high-availability-and-metadata-7d1276","ENT-004","","actual-outcome","2010","sun_acquisition_by_oracle","acquired","high","ingest-extraction","HISTORICAL-RECORD","","Sun Microsystems acquired by Oracle in 2010. Its single-box HA focus and lack of services vision contributed to declining competitiveness."
"OBS-030","1998-hp-high-availability-and-metadata-7d1276","ENT-005","","actual-outcome","2002","compaq_acquisition_by_hp","acquired","high","ingest-extraction","HISTORICAL-RECORD","","Compaq acquired by HP in 2002. Tandem NonStop technology absorbed into HP and continues as HPE NonStop."
"OBS-031","1998-hp-high-availability-and-metadata-7d1276","ENT-001","TECH-001","actual-outcome","2015","serviceguard_continuation","continued-as-hpe-serviceguard","high","ingest-extraction","HISTORICAL-RECORD","","MC/ServiceGuard evolved into HPE Serviceguard, still available on HPE servers for HP-UX and Linux."
"OBS-032","1998-hp-high-availability-and-metadata-7d1276","ENT-001","TECH-008","actual-outcome","2020","end_to_end_ha_paradigm","mainstream-in-cloud","high","ingest-extraction","HISTORICAL-RECORD","","End-to-end availability thinking became mainstream through cloud-native resilience engineering, SRE practices, and distributed systems design."
"OBS-033","1998-hp-high-availability-and-metadata-7d1276","ENT-001","TECH-005","actual-outcome","2020","five_nines_terminology","still-active-but-contextualized","medium","ingest-extraction","HISTORICAL-RECORD","","Five nines remains a standard metric but SLA-driven language and error budgets (as in SRE) became the broader communication framework, partially validating Aberdeen's recommendation."
"OBS-034","1998-hp-high-availability-and-metadata-7d1276","ENT-012","","expert-opinion","1998","dec_acquisition_by_compaq","recently-acquired","high","ingest-extraction","HISTORICAL-RECORD","","Digital Equipment Corporation acquired by Compaq in 1998. Referenced via Compaq's Digital services capability."
"OBS-035","1998-hp-high-availability-and-metadata-7d1276","ENT-001","","market-data","1998","ha_buyer_segment_coverage","nt-and-unix","high","ingest-extraction","FIELD-RESEARCH","1","Aberdeen field research covered both NT and Unix markets for server buyer availability importance."
