"obs_id","study_id","entity_id","tech_id","observation_type","year_observed","metric_name","metric_value","confidence","methodology_code","source_page","notes"
"aberdeen-1996-blyths-ren-architecture-prescription-it-success-OBS-011","aberdeen-1996-blyths-ren-architecture-prescription-it-success","blyth-software","ren-architecture","viability-prediction","1996","Blyth market breakthrough prediction","Successful REN execution could propel Blyth from respected-but-small vendor to IT household name","medium","expert-opinion","Preface","Aberdeen's core forward-looking assessment"
"aberdeen-1996-blyths-ren-architecture-prescription-it-success-OBS-012","aberdeen-1996-blyths-ren-architecture-prescription-it-success","blyth-software","ren-architecture","actual-outcome","2017","Blyth/Omnis Technology market outcome","Never became IT household name; renamed Omnis Technology (1997), Raining Data (2000), TigerLogic (2008); sold to Cliftech Solutions in 2017","verified","document-review","post-publication","Source: Wikipedia/TigerLogic; Aberdeen's breakthrough prediction did not materialize"
"aberdeen-1996-blyths-ren-architecture-prescription-it-success-OBS-013","aberdeen-1996-blyths-ren-architecture-prescription-it-success","blyth-software","web-enabler","viability-prediction","1996","12-month competitive advantage in Net development","Aberdeen believes Blyth has a twelve month or more advantage over most competitors on Web Enabler-style functionality","medium","competitive-profiling","Competition","Parallel to Aberdeen's 12-month lead claim for Baan"
"aberdeen-1996-blyths-ren-architecture-prescription-it-success-OBS-014","aberdeen-1996-blyths-ren-architecture-prescription-it-success","blyth-software","ren-architecture","actual-outcome","2000","Web development market evolution","Web development middleware market commoditized by 2000; ASP.NET, PHP, Java EE dominated; Blyth's products could not scale to mainstream adoption","verified","document-review","post-publication","The 12-month lead was not sustained; larger vendors (Microsoft, IBM, Sun) absorbed the market"
"aberdeen-1996-blyths-ren-architecture-prescription-it-success-OBS-015","aberdeen-1996-blyths-ren-architecture-prescription-it-success","blyth-software","ren-architecture","strategy-classification","1996","Blyth go-to-market strategy","Word-of-mouth growth + VAR channel + early 'Net market entry; avoid HTML server and page-generation commodity; focus on mission-critical Net middleware","high","competitive-profiling","Market Position","Aberdeen endorses selective market targeting but notes weak distribution/marketing historically"
"aberdeen-1996-blyths-ren-architecture-prescription-it-success-OBS-016","aberdeen-1996-blyths-ren-architecture-prescription-it-success","blyth-software","omnis-7","market-data","1996","Blyth customer profile","Named customers include Barclays Bank, Federal Express, Harvard University, Lockheed Martin, Northern Telecom","high","document-review","Market Position","High-value blue-chip reference customers in 1996"
"aberdeen-1996-blyths-ren-architecture-prescription-it-success-OBS-017","aberdeen-1996-blyths-ren-architecture-prescription-it-success","blyth-software","ren-architecture","expert-opinion","1996","Aberdeen warning on Net development maturity","IS professionals will soon be 'up to their necks in a swamp of immature Net development products'; will favor high-end tools","medium","industry-analysis","Where Blyth's REN Products are Most Effective","Prescient about 1990s web development chaos; dot-com boom confirmed the pattern"
"aberdeen-1996-blyths-ren-architecture-prescription-it-success-OBS-018","aberdeen-1996-blyths-ren-architecture-prescription-it-success","blyth-software","weblets","technology-assessment","1996","Weblets commercial model","Component marketplace: Blyth + customers + third parties submit components for negotiated payments — buy vs. make decision","medium","document-review","Key Technologies/Products","Foreshadowed modern NPM/component marketplaces concept; Blyth too early and too small to execute"
"aberdeen-1996-blyths-ren-architecture-prescription-it-success-OBS-019","aberdeen-1996-blyths-ren-architecture-prescription-it-success","blyth-software","ren-architecture","expert-opinion","1996","Net development demands client-server rigor","Net application development requires same rigor and tool classes as client-server; most developers not yet aware of this","medium","industry-analysis","Aberdeen Conclusions","Core Aberdeen thesis proving prescient as enterprise web apps matured through 2000s"
"aberdeen-1996-blyths-ren-architecture-prescription-it-success-OBS-020","aberdeen-1996-blyths-ren-architecture-prescription-it-success","blyth-software","ren-architecture","market-data","1996","Electronic commerce market trajectory","Mission-critical Net applications should grow dramatically in 1997 and beyond as Net-enabled electronic commerce takes off","medium","industry-analysis","Where Blyth's REN Products are Most Effective","Trajectory prediction was correct; Blyth just was not positioned to capitalize"
"aberdeen-1996-blyths-ren-architecture-prescription-it-success-OBS-021","aberdeen-1996-blyths-ren-architecture-prescription-it-success","blyth-software","omnis-7","technology-assessment","1996","Prometheus (OMNIS 7.3) upgrade","Second-generation CADE with application logic partitioning, deeper OO, templates/wizards, SQL-aware objects","high","document-review","Executive Summary","Planned product enhancement extending OMNIS into mid-tier architecture"
"aberdeen-1996-blyths-ren-architecture-prescription-it-success-OBS-022","aberdeen-1996-blyths-ren-architecture-prescription-it-success","blyth-software","ren-architecture","benchmark-result","1996","Blyth market weakness identified","Past success inhibited by less-than-stellar distribution and marketing; must ensure Net developers discover the company","high","competitive-profiling","Aberdeen Conclusions","Aberdeen correctly identified distribution as Blyth's key vulnerability"
