"obs_id","study_id","entity_id","tech_id","observation_type","year_observed","metric_name","metric_value","confidence","methodology_code","source_page","notes"
"aberdeen-1996-khalix-financial-awareness-competitive-advantage-OBS-020","aberdeen-1996-khalix-financial-awareness-competitive-advantage","longview-solutions","","actual-outcome","2020","Longview market position and longevity","Longview survived through multiple acquisitions: Exact Software (2007, $51.5M), Marlin Equity (2014), insightsoftware (2020); product still active as Longview by insightsoftware in 2026","verified","document-review","Post-publication","Marlin press release 2014; insightsoftware press release Feb 2020; insightsoftware.com/longview confirms active product"
"aberdeen-1996-khalix-financial-awareness-competitive-advantage-OBS-021","aberdeen-1996-khalix-financial-awareness-competitive-advantage","longview-solutions","khalix-21","viability-prediction","1996","Khalix Intranet/WWW-enabled version","Longview plans to introduce fully Web-enabled version of Khalix by third quarter 1997","medium","document-review","Netting It Out section",""
"aberdeen-1996-khalix-financial-awareness-competitive-advantage-OBS-022","aberdeen-1996-khalix-financial-awareness-competitive-advantage","longview-solutions","khalix-21","actual-outcome","1997","Khalix Web-enabled version delivery","Khalix did evolve with web capabilities; company grew through reference accounts and reached enterprise customers globally; web roadmap delivery consistent with stated plans","medium","document-review","Post-publication","insightsoftware documentation confirms evolution of Longview to web-based platform"
"aberdeen-1996-khalix-financial-awareness-competitive-advantage-OBS-023","aberdeen-1996-khalix-financial-awareness-competitive-advantage","longview-solutions","","expert-opinion","1996","User testimony: elimination of download-plan-upload cycle","One of largest Khalix installations uses it as cross-enterprise modeling tool in highly decentralized business; eliminated multi-business-unit download-plan-upload cycle","high","field-research","What Users Tell Aberdeen section","Primary field research"
"aberdeen-1996-khalix-financial-awareness-competitive-advantage-OBS-024","aberdeen-1996-khalix-financial-awareness-competitive-advantage","longview-solutions","","expert-opinion","1996","User testimony: 2-year search for integrated CPM","After two-year search for integrated consolidated financial management, household-name company chose Khalix; found competitive products missing crucial components or couldn't scale","high","field-research","What Users Tell Aberdeen section","Primary field research"
"aberdeen-1996-khalix-financial-awareness-competitive-advantage-OBS-025","aberdeen-1996-khalix-financial-awareness-competitive-advantage","","olap","technology-assessment","1996","OLAP market consolidation trend","Most financial management suppliers allied with decision-support/OLAP tools developers; delivered loosely integrated systems requiring manual synchronization and multiple maintenance routines","high","industry-analysis","Executive Summary",""
"aberdeen-1996-khalix-financial-awareness-competitive-advantage-OBS-026","aberdeen-1996-khalix-financial-awareness-competitive-advantage","cognos","","strategy-classification","1996","Cognos strategic partnership with Longview","Cognos listed as Longview strategic partner; leader in query and reporting market","high","document-review","Sales and Distribution section",""
"aberdeen-1996-khalix-financial-awareness-competitive-advantage-OBS-027","aberdeen-1996-khalix-financial-awareness-competitive-advantage","sas-institute","","strategy-classification","1996","SAS Institute competitive positioning","Recent arrival in financial arena; Longview's years of embedded accounting practices gives it edge over SAS","high","competitive-profiling","Competition section",""
"aberdeen-1996-khalix-financial-awareness-competitive-advantage-OBS-028","aberdeen-1996-khalix-financial-awareness-competitive-advantage","longview-solutions","khalix-21","technology-assessment","1996","Khalix parent/child object hierarchy for financial consolidation","Parent/child relationships create hierarchical structure for consolidations; drag-and-drop hierarchy editor; graphical expression of chart of accounts","high","document-review","Object Orientation section",""
"aberdeen-1996-khalix-financial-awareness-competitive-advantage-OBS-029","aberdeen-1996-khalix-financial-awareness-competitive-advantage","","rolap","viability-prediction","1996","Relational OLAP as superior financial management architecture","ROLAP approach eliminates need for non-mainstream technologies; positions enterprises to benefit from continual innovations in hardware parallelism and VLDB technology","high","expert-opinion","Competition section",""
"aberdeen-1996-khalix-financial-awareness-competitive-advantage-OBS-030","aberdeen-1996-khalix-financial-awareness-competitive-advantage","","rolap","actual-outcome","2010","ROLAP in enterprise performance management market","ROLAP became the dominant architecture for modern EPM tools; Oracle, SAP, IBM all moved to RDBMS-based approaches; proprietary MOLAP engines declined; Aberdeen's assessment proved correct","verified","document-review","Post-publication","Modern EPM tools like Anaplan, Workday Adaptive, Oracle EPM Cloud all use relational backends"
