"obs_id","study_id","entity_id","tech_id","observation_type","year_observed","metric_name","metric_value","confidence","verification_method","methodology_code","source_page","notes","section"
"1997-broadvision-dynamic-web-application-5f10bb-OBS-012","1997-broadvision-dynamic-web-application-5f10bb","","","market-data","1997","Customer acquisition cost vs. retention cost","Cost of securing new customer is ten times as great as selling to existing customer","medium","ingest-extraction","industry-analysis","Own The Customer!","Classic CRM economic rationale; still widely cited in marketing analytics; drives cross-sell/up-sell strategy.",""
"1997-broadvision-dynamic-web-application-5f10bb-OBS-013","1997-broadvision-dynamic-web-application-5f10bb","broadvision","broadvision-one-to-one","viability-prediction","1997","BroadVision market leadership prediction","Aberdeen strongly recommends all Fortune-1000 corporate web site buyers evaluate BroadVision; predicts rest of industry will choose similar relationship management strategy","verified","outcome-linkage","competitive-profiling","Conclusions","Aberdeen's strong endorsement; 'Aberdeen strongly recommends that all potential buyers of software for Fortune-1000 corporate Web sites evaluate BroadVision's software.'",""
"1997-broadvision-dynamic-web-application-5f10bb-OBS-014","1997-broadvision-dynamic-web-application-5f10bb","broadvision","broadvision-one-to-one","actual-outcome","2005","BroadVision market leadership actual outcome","BroadVision stock peaked at $26B market cap in 2000; crashed in dot-com bust; nearly delisted; Salesforce.com (founded 1999) captured CRM market; BroadVision became marginal player; acquired by ESW Capital (private equity) May 2020","verified","web-source","document-review","Post-publication research","Source: BroadVision Wikipedia; BroadVision Group about-us page. BroadVision pioneered the market but did not maintain leadership; Salesforce, SAP, and Oracle dominated CRM.",""
"1997-broadvision-dynamic-web-application-5f10bb-OBS-015","1997-broadvision-dynamic-web-application-5f10bb","","smart-cards","viability-prediction","1997","Smart card adoption for retail personalization","Smart cards will allow financial institutions to bridge internet storefronts and brick-and-mortar stores; enable cross-pollination of promotions","verified","outcome-linkage","industry-analysis","Own The Customer!","Aberdeen predicted smart cards would be the bridge for online-offline customer data; this occurred but differently (NFC/contactless, EMV) not the BroadVision-centric vision.",""
"1997-broadvision-dynamic-web-application-5f10bb-OBS-016","1997-broadvision-dynamic-web-application-5f10bb","","smart-cards","actual-outcome","2015","Smart card actual adoption outcome","Smart card (EMV chip) became universal by 2015 for payment security but did not bridge online/offline personalization as Aberdeen predicted; that role was filled by loyalty programs, cookies, and mobile apps","verified","web-source","document-review","Post-publication research","EMV chip cards achieved wide adoption for security, not marketing personalization as Aberdeen envisioned.",""
"1997-broadvision-dynamic-web-application-5f10bb-OBS-017","1997-broadvision-dynamic-web-application-5f10bb","","push-technology","viability-prediction","1997","Push technology limitations assessment","Push technologies merely shift where information resides and do not significantly improve worker productivity or personalize end-user interaction","verified","outcome-linkage","industry-analysis","Relationship Management: Avoiding A Technology Morass","Aberdeen dismisses PointCast-style push as 'automated pull' that merely categorizes information users will be 'swamped' with.",""
"1997-broadvision-dynamic-web-application-5f10bb-OBS-018","1997-broadvision-dynamic-web-application-5f10bb","pointcast","push-technology","actual-outcome","2000","Push technology actual market outcome","PointCast declined and was sold to entrypoint.com in 1999 for approximately $7M after failing to achieve $400M expected IPO; push technology category disappeared by 2000","verified","web-source","document-review","Post-publication research","Aberdeen's assessment of push technology limitations proved accurate; PointCast became the canonical example of overhyped internet technology.",""
"1997-broadvision-dynamic-web-application-5f10bb-OBS-019","1997-broadvision-dynamic-web-application-5f10bb","","dynamic-web-applications","viability-prediction","1997","Customer data as competitive advantage prediction","Consumer (end-user) data is the competitive advantage; serious internet businesses in financial services and computer sales already recognize this","high","ingest-extraction","industry-analysis","Conclusions","Aberdeen's core thesis that customer data ownership is the strategic battleground of internet commerce.",""
"1997-broadvision-dynamic-web-application-5f10bb-OBS-020","1997-broadvision-dynamic-web-application-5f10bb","","","actual-outcome","2015","Customer data competitive advantage actual outcome","Customer data became the defining competitive advantage of the internet era; data-driven personalization (Netflix, Amazon, Google) confirmed Aberdeen's prediction; market for CRM and CDP reached $50B+ by 2020","verified","web-source","document-review","Post-publication research","Aberdeen's 1997 prediction about customer data as competitive advantage proved remarkably prescient; entire internet economy organized around this principle.",""
"1997-broadvision-dynamic-web-application-5f10bb-OBS-021","1997-broadvision-dynamic-web-application-5f10bb","broadvision","broadvision-one-to-one","strategy-classification","1997","BroadVision One-to-One differentiation strategy","Three differentiators: (1) integrated multi-tech system; (2) management/dev tools matching user skills; (3) industry-leading user profile management for custom interaction","high","ingest-extraction","competitive-profiling","Progressing Beyond Catalog-based Electronic Commerce","Aberdeen identifies BroadVision's three-front competitive differentiation from IBM, Oracle, Microsoft, Interworld.",""
"1997-broadvision-dynamic-web-application-5f10bb-OBS-022","1997-broadvision-dynamic-web-application-5f10bb","broadvision","corba","technology-assessment","1997","BroadVision CORBA architecture scalability","CORBA-based system scales by replacing or adding servers; communicates with existing apps via screen scraping or other CORBA systems","high","ingest-extraction","product-profiling","Sure, But is it FAST?","CORBA compliance enables integration with IBM and Oracle CORBA-based systems via lower-level objects.",""
"1997-broadvision-dynamic-web-application-5f10bb-OBS-023","1997-broadvision-dynamic-web-application-5f10bb","","dynamic-web-applications","market-data","1997","Internet ROI timeline for large catalog vendors","Return on investment achievable in as little as six months with third-party solutions per large internet catalog vendors","medium","ingest-extraction","field-research","Short-term One-to-One ROI","Aberdeen interviewed large internet computer catalog vendors who cited 6-month ROI timeframe; Aberdeen believes faster ROI with One-to-One.",""
"1997-broadvision-dynamic-web-application-5f10bb-OBS-024","1997-broadvision-dynamic-web-application-5f10bb","broadvision","broadvision-one-to-one","expert-opinion","1997","Aberdeen timing assessment for BroadVision","Aberdeen believes BroadVision is NOT too early for the market; serious internet businesses already recognize customer data as competitive advantage","medium","ingest-extraction","competitive-profiling","Conclusions","Aberdeen addresses skeptics who might think personalized web applications are premature.",""
"1997-broadvision-dynamic-web-application-5f10bb-OBS-025","1997-broadvision-dynamic-web-application-5f10bb","broadvision","tp-monitor","technology-assessment","1997","BroadVision database connection optimization","Interaction manager maintains persistent connections; caches user profiles, content, categories; amortizes database cost over multiple sessions","high","ingest-extraction","product-profiling","Sure, But is it FAST?","Database connections are primary bottleneck (~10x cost of other operations); BroadVision's connection pooling/caching addresses this.",""
