"entity_id","entity_name","entity_type","sector","status","successor","years_active","study_id","notes"
"enosys-markets","Enosys Markets","company","enterprise-software","acquired","TIBCO Software (circa 2002-2003)","2000s","aberdeen-eii-2003-ea3f1a","EII provider contracted by BEA for Liquid Data for WebLogic; EII solution incorporated in application server | Source: Enosys Markets was acquired by TIBCO Software for its financial market data/EAI integration technology. Referenced in TIBCO acquisition history. https://www.zippia.com/tibco-software-careers-41791/history/"
"raining-data","Raining Data Corporation","company","enterprise-software","acquired","Renamed TigerLogic Corp. (2008), then sold/wound down","2000s","aberdeen-eii-2003-ea3f1a","Mid-tier ODS provider; TigerLogic XML Data Management Server (XDMS); Figure 2 architecture diagram source | Source: Raining Data Corporation renamed itself TigerLogic in 2008; subsequent history shows limited operations. https://en.wikipedia.org/wiki/TigerLogic; https://www.sec.gov/Archives/edgar/data/820738/000110465907074240/a07-26370_1ex99d3.htm"
"ipedo","Ipedo Inc.","company","enterprise-software","defunct","","2000s","aberdeen-eii-2003-ea3f1a","XML messaging and EII solution provider; Information Hub mid-tier ODS; listed in both XML messaging and EII solution categories | Source: Ipedo Inc. was an EII/XML query company that partnered with Business Objects in May 2005 but was not acquired. Ceased operations around 2006-2007. https://gilbane.com/2005/05/ipedo-partners-with-business-objects/; https://tdwi.org/articles/2005/10/05/business-objects-acquires-medience.aspx"
"tibco","TIBCO Software","company","enterprise-software","acquired","Vista Equity Partners (private, December 2014); later merged with TIBCO/Citrix","1997-present","aberdeen-eii-2003-ea3f1a","Listed as ETL tool provider in EAI category of EII segmentation model | Source: TIBCO Software taken private by Vista Equity Partners for $4.3 billion in December 2014. https://apnews.com/tibco-to-be-sold-to-private-equity-firm-for-3-98b-303591e0e6a349df89be3bdcb5aef6b0"
"webmethods","webMethods","company","enterprise-software","acquired","Software AG (April 2007)","1996-2007","aberdeen-eii-2003-ea3f1a","Listed as ETL tool and EAI technology provider in EII segmentation model | Source: Software AG acquired webMethods for $546 million in April 2007. https://www.cnbc.com/2007/04/05/software-ag-snaps-up-webmethods-for-546-million.html"
"software-ag","Software AG","company","enterprise-software","active","","1969-present","aberdeen-eii-2003-ea3f1a","Listed in both EAI technology and XML messaging categories of EII segmentation"
"progress-software","Progress Software","company","enterprise-software","active","","1981-present","aberdeen-eii-2003-ea3f1a","ObjectStore XML database as mid-tier ODS; PeerDirect InnerEdge/OuterEdge replication; SonicMQ XML messaging; OpenEdge embedded infrastructure"
"evolutionary-technologies","Evolutionary Technologies International (ETI)","company","enterprise-software","acquired","Versata (May 2008)","1980s-2000s","aberdeen-eii-2003-ea3f1a","Data migration tools provider; ETI data integration product; listed in EAI technology category | Source: Evolutionary Technologies International (ETI) acquired by Versata in May 2008. https://www.bizjournals.com/austin/stories/2008/05/19/daily23.html; https://www.agcpartners.com/transactions/agc-advises-eti-in-its-sale-to-versata"
"seebeyond","SeeBeyond Technology","company","enterprise-software","acquired","Sun Microsystems (June 2004)","1989-2004","aberdeen-eii-2003-ea3f1a","EAI technology provider in EII segmentation; acquired by Sun Microsystems 2004 | Source: Sun Microsystems acquired SeeBeyond Technology in June 2004 for $387 million. https://www.latimes.com/archives/la-xpm-2005-jun-29-fi-sun29-story.html; https://www.mhlnews.com/global-supply-chain/article/22047221/sun-microsystems-acquires-seebeyond"
"vitria-technology","Vitria Technology","company","enterprise-software","active","","1994-present","aberdeen-eii-2003-ea3f1a","EAI technology and EDI/XML messaging provider in EII segmentation | Source: Vitria Technology remains active as of 2025, with press releases about new products. https://vitria.com/company-news/; https://www.prnewswire.com/news-releases/the-missing-link-to-autonomous-operations-vitria-introduces-self-evolving-knowledge-plane-302735473.html"
"oracle","Oracle","company","enterprise-software","active","","1977-present","aberdeen-eii-2003-ea3f1a","Database technology provider; Oracle8i/Oracle9i multimedia storage; major data warehouse supplier; listed in XML messaging (enterprise portal) category; had not shown full appreciation of EII potential by 2003 | Source: Oracle Corporation remains a major publicly traded enterprise software and cloud company (NYSE: ORCL)."
"microsoft","Microsoft","company","software","active","","1975-present","aberdeen-eii-2003-ea3f1a","Database technology provider (SQL Server 7.0 and 2000); data warehousing support; web services; XML messaging; had not shown full appreciation of EII potential by 2003 | Source: Microsoft Corporation remains one of the largest technology companies globally. https://www.microsoft.com"
"sybase","Sybase","company","database-software","acquired","SAP AG (July 2010)","1984-2010","aberdeen-eii-2003-ea3f1a","Open veneer product for common SQL front-end to multiple databases; Enterprise Server for file/multimedia storage; ETL tools; EAI category | Source: SAP acquired Sybase for $5.8 billion in July 2010. https://techcrunch.com/2010/05/12/confirmed-sap-to-acquire-sybase-for-5-8-billion-to-compete-with-oracle/; https://www.sap.com/investors/en/financial-news/ad-hoc-news/2010/05/934992.html"
"sap","SAP","company","enterprise-software","active","","1972-present","aberdeen-eii-2003-ea3f1a","OEM agreement with MetaMatrix for MetaMatrix Server embedded in SAP NetWeaver (Enterprise Services Architecture); mentioned as ETL adapter target alongside PeopleSoft | Source: SAP SE remains a major publicly traded enterprise software company (NYSE: SAP)."
"peoplesoft","PeopleSoft","company","enterprise-software","acquired","Oracle Corporation (December 2004)","1987-2005","aberdeen-eii-2003-ea3f1a","Mentioned as ETL adapter target for EAI tools | Source: Oracle completed hostile acquisition of PeopleSoft for $10.3 billion in December 2004. https://www.oracle.com/corporate/pressrelease/oracle-buys-peoplesoft-121304.html"
"sun-microsystems","Sun Microsystems","company","enterprise-hardware","acquired","Oracle Corporation (January 2010)","1982-2010","aberdeen-eii-2003-ea3f1a","Web infrastructure supplier; listed as XML messaging (Web services) provider; one of window-of-opportunity companies for EII partnerships; iPlanet (Sun-Netscape) portal | Source: Oracle acquired Sun Microsystems for $7.4 billion, completed January 2010. https://www.oracle.com/corporate/pressrelease/oracle-buys-sun-042009.html; https://en.wikipedia.org/wiki/Acquisition_of_Sun_Microsystems_by_Oracle_Corporation"
"hewlett-packard","Hewlett-Packard","company","enterprise-hardware","active","","1939-present","aberdeen-eii-2003-ea3f1a","Listed as XML messaging/Web services provider; PSO partner for EII suppliers alongside Sun | Source: HP Inc. and Hewlett Packard Enterprise both active after 2015 split. Original HP active as multiple successor entities."
