"obs_id","study_id","entity_id","tech_id","observation_type","year_observed","metric_name","metric_value","confidence","verification_method","methodology_code","source_page","notes","section"
"maxtor-engagement-letter-nov2003-OBS-014","maxtor-engagement-letter-nov2003","maxtor-corporation","","strategy-classification","2003","Customer pain point targeted","TCO pain of storing fixed content on expensive high-speed drives designed for speed instead of capacity","high","ingest-extraction","document-review","Page 2","Economic argument: wrong tool for the job drives TCO waste",""
"maxtor-engagement-letter-nov2003-OBS-015","maxtor-engagement-letter-nov2003","maxtor-corporation","","strategy-classification","2003","Pools of Storage lexicon — four tiers","Online (Transactional Processing); Midline (Fixed Content); Nearline (Disk Backup and Staging); Offline (Tape Archive)","high","ingest-extraction","document-review","Pages 1-2","Four-tier framework; Online and Midline = Active Content; Nearline and Offline = Fixed Content",""
"maxtor-engagement-letter-nov2003-OBS-016","maxtor-engagement-letter-nov2003","maxtor-corporation","","viability-prediction","2003","Midline storage as new enterprise storage category","Midline solutions fill a vacuum for fixed content with an economic and scalable set of products within a year","high","ingest-extraction","expert-opinion","Page 2","PRESCIENCE HIGH: Tiered/midline storage became dominant enterprise architecture; SATA tier validated",""
"maxtor-engagement-letter-nov2003-OBS-017","maxtor-engagement-letter-nov2003","maxtor-corporation","","actual-outcome","2006","Midline/tiered storage adoption outcome","By 2006 Warner Bros running multi-tiered FC/SATA/tape environment; Wikibon 2011 estimated SATA holds 85% of enterprise data and 40% of spend by 2015","verified","web-source","web-verification","N/A","Actual outcome confirming OBS-016; tiered storage became the dominant enterprise storage architecture",""
"maxtor-engagement-letter-nov2003-OBS-018","maxtor-engagement-letter-nov2003","maxtor-corporation","","strategy-classification","2003","Evangelization channels — US and Europe press tour","East-coast US; West-coast US; two cities in England; continental Europe","high","ingest-extraction","document-review","Page 5","Phase 4 scope: international press evangelism program",""
"maxtor-engagement-letter-nov2003-OBS-019","maxtor-engagement-letter-nov2003","snia","","strategy-classification","2003","Target evangelization audiences","Press; industry trade associations; trade shows; SNIA user storage groups; online seminars; early adopter face-to-face interviews; Web Center of Excellence","high","ingest-extraction","document-review","Page 3","Multi-channel evangelization strategy covering all major enterprise storage stakeholder groups",""
"maxtor-engagement-letter-nov2003-OBS-020","maxtor-engagement-letter-nov2003","aberdeen-group","","deliverable-specification","2003","Message testing research scope","100-250 Internet surveys plus 5-8 face-to-face or telephone interviews; merge with April 2003 Aberdeen survey results","high","ingest-extraction","document-review","Page 4","Phase 3 methodology combining quantitative surveys with qualitative interviews",""
"maxtor-engagement-letter-nov2003-OBS-021","maxtor-engagement-letter-nov2003","aberdeen-group","ilm","strategy-classification","2003","ILM as strategic framing for Pools of Storage","If ILM is 'getting control over storage' then Pools of Storage is the economic and flexibility 'best approach'","high","ingest-extraction","document-review","Page 2","ILM positioned as the 'why'; Pools of Storage as the 'how' — strategic narrative alignment",""
"maxtor-engagement-letter-nov2003-OBS-022","maxtor-engagement-letter-nov2003","aberdeen-group","ilm","actual-outcome","2006","ILM as enterprise data management concept outcome","ILM became a core concept in enterprise data management; adopted by EMC NetApp Dell and others as standard product feature framework","verified","web-source","web-verification","N/A","Actual outcome: ILM terminology and framework entered mainstream enterprise storage vocabulary",""
"maxtor-engagement-letter-nov2003-OBS-023","maxtor-engagement-letter-nov2003","aberdeen-group","","deliverable-specification","2003","Decision Tool architecture","Web-based ILM Pools of Storage Decision Tool; Microsoft IIS + SQL Server 2000; 3-month Aberdeen hosting; Call to Action PDF capture","high","ingest-extraction","document-review","Pages 10-11","Attachment A: ILM Decision Tool determines business value areas and compares prospect to competitors on midline storage best practices",""
"maxtor-engagement-letter-nov2003-OBS-024","maxtor-engagement-letter-nov2003","aberdeen-group","","deliverable-specification","2003","Decision Tool TCO modeling capability","Quantifies TCO impact with 3 implementation paths: conservative; industry norm; aggressive","high","ingest-extraction","document-review","Page 11","Three-scenario TCO modeling for midline storage adoption",""
"maxtor-engagement-letter-nov2003-OBS-025","maxtor-engagement-letter-nov2003","aberdeen-group","","deliverable-specification","2003","Competitive Value Prospect Tool architecture","Microsoft Excel 2000+; up to 20 business metric areas; advanced heuristics; simulation capability; detailed financial statements; web access to financial data (One Source / D&B)","high","ingest-extraction","document-review","Page 11","Excel-based prospect tool; one CD ROM demo copy per core participant (limit 6)",""
"maxtor-engagement-letter-nov2003-OBS-026","maxtor-engagement-letter-nov2003","aberdeen-group","","ip-ownership","2003","Copyright ownership of deliverables","Aberdeen retains sole copyright in ILM/Pools of Storage Decision Tool; Competitive Value Prospect Tool; and Phase 3 White Paper; Maxtor receives paid-up perpetual non-exclusive license","high","ingest-extraction","document-review","Pages 7-8","White paper publicly displayed with Aberdeen logo and Maxtor sponsorship note",""
"maxtor-engagement-letter-nov2003-OBS-027","maxtor-engagement-letter-nov2003","aberdeen-group","","team-composition","2003","Aberdeen engagement team","Peter Kastner (EVP); Stan Elbaum (VP Strategic Solutions); David Hill (Research Director); Kerri Conrad (Director Sales Training Solutions); Sandra Tubbs (SVP signatory)","high","ingest-extraction","document-review","Pages 8-9","Five-person Aberdeen team; ~10 person-weeks total",""
"maxtor-engagement-letter-nov2003-OBS-028","maxtor-engagement-letter-nov2003","maxtor-corporation","","strategy-classification","2003","Maxtor strategic goal — brand alignment with storage tiers","Maxtor will align specific HDD brands with each of the four Pools of Storage; empowering Maxtor to have significant voice in next-generation enterprise storage","high","ingest-extraction","document-review","Page 2","Product-to-category alignment: each Maxtor drive brand mapped to one storage pool/tier",""
"maxtor-engagement-letter-nov2003-OBS-029","maxtor-engagement-letter-nov2003","maxtor-corporation","","strategy-classification","2003","Governing contract reference","Services Agreement dated March 17 2003 between Maxtor and Aberdeen Group governs this engagement letter","high","ingest-extraction","document-review","Page 1","Prior formal services agreement established; this letter is a revision of earlier proposal",""
"maxtor-engagement-letter-nov2003-OBS-030","maxtor-engagement-letter-nov2003","maxtor-corporation","","strategy-classification","2003","Prior proposal review dates","Proposal review October 29 2003; e-mail from Stephen DiFranco to Peter Kastner November 6 2003","high","ingest-extraction","document-review","Page 1","Document history: revised after collaborative review with client",""
"maxtor-engagement-letter-nov2003-OBS-031","maxtor-engagement-letter-nov2003","maxtor-corporation","","viability-prediction","2003","Serial storage in a box as next-generation enterprise storage paradigm","Serial Storage in a Box — Maxtor positioned to have significant voice in this next-generation enterprise storage paradigm through Pools of Storage lexicon leadership","high","ingest-extraction","expert-opinion","Page 2","PRESCIENCE HIGH: SAS/SATA serial storage became the dominant enterprise server storage interface within 2 years",""
"maxtor-engagement-letter-nov2003-OBS-032","maxtor-engagement-letter-nov2003","maxtor-corporation","","strategy-classification","2003","Market positioning objective — capital efficiency argument","Enterprise customers must feel TCO pain of storing fixed content on highly priced drives designed for speed instead of capacity; best use of capital = place data in right storage pool","high","ingest-extraction","document-review","Page 2","Economic framing: capital efficiency and QoS alignment as primary purchase drivers",""
"maxtor-engagement-letter-nov2003-OBS-033","maxtor-engagement-letter-nov2003","aberdeen-group","","deliverable-specification","2003","Phase 3 white paper deliverable","Short white paper for use as Pools of Storage talking piece with the press; displayed with Aberdeen logo and Maxtor sponsorship note","high","ingest-extraction","document-review","Pages 4-5","This white paper becomes the credibility anchor for the press evangelism phase",""
"maxtor-engagement-letter-nov2003-OBS-034","maxtor-engagement-letter-nov2003","maxtor-corporation","","strategy-classification","2003","Internal consensus goal","Gain internal Maxtor consensus on Pools of Storage/midline market messaging in the bigger picture of ILM","high","ingest-extraction","document-review","Page 2","Internal alignment precedes external evangelism — classic go-to-market discipline",""
"maxtor-engagement-letter-nov2003-OBS-035","maxtor-engagement-letter-nov2003","aberdeen-group","","market-category-creation","2003","Category creation timeline target","Successfully launching a new storage category of midline storage within a year","high","ingest-extraction","document-review","Page 2","Ambitious 12-month target for new market category establishment; succeeded based on actual outcomes",""
