"obs_id","study_id","entity_id","tech_id","observation_type","year_observed","metric_name","metric_value","confidence","verification_method","methodology_code","source_page","notes","section"
"intel-ia2004-pk4-kc-edits-de9c37-OBS-011","intel-ia2004-pk4-kc-edits-de9c37","","pci-express","technology-adoption","2004","PCI-E deployment timeline","2004 debut in Intel Lindenhurst chipset","high","ingest-extraction","primary-source","p4","Lindenhurst chipset first to incorporate PCI Express in 2004.",""
"intel-ia2004-pk4-kc-edits-de9c37-OBS-012","intel-ia2004-pk4-kc-edits-de9c37","","gigabit-ethernet","benchmark-result","2003","GbE throughput improvement with PCI-E","20-30% send/receive improvement","high","ingest-extraction","primary-source","p4","PCI-E delivers 20-30% GbE throughput gain; CPU utilization stays 10-20%.",""
"intel-ia2004-pk4-kc-edits-de9c37-OBS-013","intel-ia2004-pk4-kc-edits-de9c37","","pci-express","expert-opinion","2003","PCI-E longevity forecast","estimated decade or more","medium","ingest-extraction","expert-analysis","p4","Aberdeen estimates PCI-E architectural life of a decade or more due to layered architecture.",""
"intel-ia2004-pk4-kc-edits-de9c37-OBS-014","intel-ia2004-pk4-kc-edits-de9c37","","pci-express","viability-prediction","2003","PCI-E vs PCI-X 266 adoption","PCI-E transition recommended; skip PCI-X 266","verified","outcome-linkage","expert-analysis","p4","Aberdeen recommends transitioning directly to PCI-E due to many advantages and architectural longevity.",""
"intel-ia2004-pk4-kc-edits-de9c37-OBS-015","intel-ia2004-pk4-kc-edits-de9c37","","pci-express","actual-outcome","2023","PCI-E vs PCI-X 266 adoption","[UNVERIFIED]","verified","web-source","","","",""
"intel-ia2004-pk4-kc-edits-de9c37-OBS-016","intel-ia2004-pk4-kc-edits-de9c37","","infiniband","technology-adoption","2004","InfiniBand with PCI-E","IBA at 4x (10 Gbps) no longer limited by PCI-X","high","ingest-extraction","expert-analysis","p4","InfiniBand expected to blossom with PCI-E; native IBA freed from PCI-X bottleneck.",""
"intel-ia2004-pk4-kc-edits-de9c37-OBS-017","intel-ia2004-pk4-kc-edits-de9c37","intel","xeon-nocona","product-evaluation","2004","Nocona Xeon launch","2004 debut at higher clock speeds","high","ingest-extraction","primary-source","p2","Next-gen Xeon code name Nocona to launch 2004; paired with Lindenhurst (PCI-E + DDR2).",""
"intel-ia2004-pk4-kc-edits-de9c37-OBS-018","intel-ia2004-pk4-kc-edits-de9c37","intel","xeon-mp-potomac","product-evaluation","2004","Potomac MP Xeon launch","end of 2004","high","ingest-extraction","primary-source","p2","32-bit MP Potomac with Twin Castle 4-way chipset expected end of 2004.",""
"intel-ia2004-pk4-kc-edits-de9c37-OBS-019","intel-ia2004-pk4-kc-edits-de9c37","","ecc-memory","trend-analysis","2003","Server memory capacity growth","4x increase in 3 years","high","ingest-extraction","expert-analysis","p3","Typical server memory has quadrupled in past 3 years; more chips = more potential failure points.",""
"intel-ia2004-pk4-kc-edits-de9c37-OBS-020","intel-ia2004-pk4-kc-edits-de9c37","","ipmi","recommendation","2003","IPMI as checklist requirement","should be mandatory for enterprise server evaluation","high","ingest-extraction","expert-analysis","p3","Aberdeen: IPMI support should be a checklist requirement for IT managers evaluating server infrastructure.",""
"intel-ia2004-pk4-kc-edits-de9c37-OBS-021","intel-ia2004-pk4-kc-edits-de9c37","intel","ia-architecture","competitive-position","2003","IA server market share trend","gaining share in depressed global market","high","ingest-extraction","primary-source","p1","Over 18-month period of renewed Intel enterprise chipset emphasis, IA servers continued to gain market share.",""
"intel-ia2004-pk4-kc-edits-de9c37-OBS-022","intel-ia2004-pk4-kc-edits-de9c37","","serial-ata","technology-adoption","2003","SATA in value servers","Canterwood-875P includes Serial ATA support","high","ingest-extraction","primary-source","p3","875P Canterwood introduced Q2-2003 includes Serial ATA disk drive support.",""
"intel-ia2004-pk4-kc-edits-de9c37-OBS-023","intel-ia2004-pk4-kc-edits-de9c37","intel","","expert-opinion","2003","Intel chipset R&D investment","hundreds of millions of dollars; thousands of engineers","high","ingest-extraction","primary-source","p1","Intel's chipset qualification involves thousands of engineers and hundreds of millions of dollars.",""
"intel-ia2004-pk4-kc-edits-de9c37-OBS-024","intel-ia2004-pk4-kc-edits-de9c37","","pci-express","trend-analysis","2004","Serial I/O adoption","all data-center-class server suppliers migrating to serial I/O in 2004","high","ingest-extraction","expert-analysis","p4","Not just IA servers: all data-center-class suppliers beginning serial I/O migration in 2004.",""
"intel-ia2004-pk4-kc-edits-de9c37-OBS-025","intel-ia2004-pk4-kc-edits-de9c37","pci-sig","newcard","product-evaluation","2003","NewCard form factor","standards-based PCMIA replacement for mobile computers","medium","ingest-extraction","primary-source","p4","PCI-SIG Server I/O Module spec for plug-and-play; NewCard smaller/simpler than PCMIA for laptops.",""
