obs_id,study_id,entity_id,tech_id,observation_type,year_observed,metric_name,metric_value,confidence,methodology_code,source_page,notes
nti-12-client-server-goals-1993-15a519-OBS-015,nti-12-client-server-goals-1993-15a519,,client-server,actual-outcome,1998,Network capacity demand — outcome,[UNVERIFIED],verified,expert-opinion,,
nti-12-client-server-goals-1993-15a519-OBS-016,nti-12-client-server-goals-1993-15a519,lotus-development,lotus-notes,competitive-position,1993,Lotus Notes market role,New departmental computing metaphor; message-passing and LAN-based technologies for multi-user apps,high,vendor-profiling,11,Early prototype of C-S design; evolving to sophisticated multi-user applications
nti-12-client-server-goals-1993-15a519-OBS-017,nti-12-client-server-goals-1993-15a519,,client-server,viability-prediction,1993,Late 1990s client-server characteristics,"Extremely powerful workstations, expanded distributed server networks, mission-critical production apps with peer-to-peer cooperative processing; single request may trigger dozens of cascading server-to-server transactions",high,expert-opinion,11,Aberdeen forward-looking characterization of late 1990s C-S
nti-12-client-server-goals-1993-15a519-OBS-018,nti-12-client-server-goals-1993-15a519,,client-server,actual-outcome,1999,Late 1990s client-server characteristics — outcome,[UNVERIFIED],verified,expert-opinion,,
nti-12-client-server-goals-1993-15a519-OBS-019,nti-12-client-server-goals-1993-15a519,,rdbms,technology-assessment,1993,SQL service requests as dominant C-S database pattern,Heavy emphasis on SQL services requesting from one or more RDBMS locations on network; SPX/IPX and TCP/IP as dominant transport,high,technology-assessment,12,Current implementation pattern in 1993
nti-12-client-server-goals-1993-15a519-OBS-020,nti-12-client-server-goals-1993-15a519,,object-oriented,viability-prediction,1993,Distributed OO databases in late 1990s,Distributed relational databases employing business policy triggers plus increasing OO programming will characterize second half of decade,high,technology-assessment,14,Clustering and two-phase commit as two major design alternatives
nti-12-client-server-goals-1993-15a519-OBS-021,nti-12-client-server-goals-1993-15a519,,client-server,viability-prediction,1993,Future client device diversity,"Many new and innovative client types will emerge: miniaturized hand-held devices, scanners, pen-based, voice-actuated systems",high,expert-opinion,15,"Hundreds of dedicated servers, each optimized for specific class of application, database, or store-and-forward task"
nti-12-client-server-goals-1993-15a519-OBS-022,nti-12-client-server-goals-1993-15a519,,client-server,actual-outcome,2000,Client device diversity — outcome,[UNVERIFIED],verified,expert-opinion,,
nti-12-client-server-goals-1993-15a519-OBS-023,nti-12-client-server-goals-1993-15a519,,client-server,technology-assessment,1993,Legacy system strategy,Mainframes/minicomputers becoming hub systems: enterprise data repositories and communications processors; eventually devalued to zero,high,expert-opinion,6,Next-generation: one server = one application; prices decline to remove need for multi-app balance
nti-12-client-server-goals-1993-15a519-OBS-024,nti-12-client-server-goals-1993-15a519,,client-server,technology-assessment,1993,Technology gating factors for advanced C-S,"Seven key dependencies: OO software, distributed database, robust microprocessors, pre-emptive multitasking OS, network capacity, systems/network management tools, applications software availability",high,technology-assessment,17,Self-explanatory tech gating factors; all must be addressed
nti-12-client-server-goals-1993-15a519-OBS-025,nti-12-client-server-goals-1993-15a519,,client-server,expert-opinion,1993,Non-technical C-S implementation barriers,"Four major non-technical barriers: management vision/leadership, process reengineering skills, human resources/training, financial stability of leading suppliers",high,expert-opinion,18,Technology is only part of the problem
nti-12-client-server-goals-1993-15a519-OBS-026,nti-12-client-server-goals-1993-15a519,,client-server,expert-opinion,1993,Custom development as only alternative for production C-S today,Custom development of production systems is only alternative today,high,expert-opinion,19,Wrap-up finding #3; packaged C-S production software not yet mature
nti-12-client-server-goals-1993-15a519-OBS-027,nti-12-client-server-goals-1993-15a519,,client-server,expert-opinion,1993,Client-server readiness for decision support today,Rudimentary tools and components now available to begin client-server for decision support applications,high,expert-opinion,19,Wrap-up finding #2; decision support is the entry point
nti-12-client-server-goals-1993-15a519-OBS-028,nti-12-client-server-goals-1993-15a519,microsoft,microsoft-cairo,viability-prediction,1993,Microsoft future OS strategy,Transition path: Windows -> Windows for Workgroups -> NT -> Chicago -> Cairo future OO OS,medium,vendor-profiling,7,Aberdeen mapping Microsoft roadmap for IS planners
nti-12-client-server-goals-1993-15a519-OBS-029,nti-12-client-server-goals-1993-15a519,apple-computer,powerpc,viability-prediction,1993,Apple PowerPC strategy,Joint PowerPC development with IBM will move Macintosh interface to AIX and RISC chip platforms,medium,vendor-profiling,7,Apple moving familiar Mac interface to IBM RISC/AIX
nti-12-client-server-goals-1993-15a519-OBS-030,nti-12-client-server-goals-1993-15a519,apple-computer,powerpc,actual-outcome,1997,Apple PowerPC strategy — outcome,[UNVERIFIED],verified,vendor-profiling,,
