"obs_id","study_id","entity_id","tech_id","observation_type","year_observed","metric_name","metric_value","confidence","verification_method","methodology_code","source_page","notes"
"aberdeen-1996-progress-software-webspeed-internet-OBS-011","aberdeen-1996-progress-software-webspeed-internet","progress-software","webspeed","technology-assessment","1996","WebSpeed database support","DB2/400, Oracle, PROGRESS databases","high","ingest-extraction","document-review","WebSpeed Flexible Architecture","Multi-database native access"
"aberdeen-1996-progress-software-webspeed-internet-OBS-012","aberdeen-1996-progress-software-webspeed-internet","progress-software","","viability-prediction","1996","Progress Software long-term viability","Aberdeen recommends enterprises focus on suppliers tackling broad Internet challenges like Progress","high","ingest-extraction","expert-opinion","Conclusion","Endorsement with implicit longevity prediction"
"aberdeen-1996-progress-software-webspeed-internet-OBS-013","aberdeen-1996-progress-software-webspeed-internet","progress-software","webspeed","viability-prediction","1996","WebSpeed market success","Products using proven technology will succeed; WebSpeed adds proven scalability to internet","medium","ingest-extraction","expert-opinion","Conclusion","Aberdeen recommendation"
"aberdeen-1996-progress-software-webspeed-internet-OBS-014","aberdeen-1996-progress-software-webspeed-internet","progress-software","","actual-outcome","2010","Progress Software survival and pivot","Progress Software survived; WebSpeed became legacy; company pivoted to OpenEdge, Telerik, Corticon","verified","web-source","document-review","Post-publication","Active public company PRGS; WebSpeed still supported but not strategic product"
"aberdeen-1996-progress-software-webspeed-internet-OBS-015","aberdeen-1996-progress-software-webspeed-internet","progress-software","java","actual-outcome","2000","Java vs Progress 4GL outcome","Java/J2EE became dominant enterprise internet platform by 2000; Progress 4GL relegated to legacy","verified","web-source","document-review","Post-publication","Aberdeen's 1996 assessment of Java immaturity was correct at time but Java overcame limitations rapidly"
"aberdeen-1996-progress-software-webspeed-internet-OBS-016","aberdeen-1996-progress-software-webspeed-internet","microsoft","","strategy-classification","1996","Microsoft CADE competitive position","Visual Basic is major CADE; lags in crucial Internet application technology support","medium","ingest-extraction","competitive-profiling","Competition","Aberdeen competitive analysis"
"aberdeen-1996-progress-software-webspeed-internet-OBS-017","aberdeen-1996-progress-software-webspeed-internet","","activex","technology-assessment","1996","ActiveX/Java as internet toolset leaders","Internet toolsets lead in web authoring but lack traditional database technology and legacy integration","medium","ingest-extraction","expert-opinion","Competition","Aberdeen comparative assessment"
"aberdeen-1996-progress-software-webspeed-internet-OBS-018","aberdeen-1996-progress-software-webspeed-internet","progress-software","ace-server-securid","technology-assessment","1996","WebSpeed + ACE/Server integration","Positive user authentication + SecurID randomly generated access codes during secure transactions","high","ingest-extraction","document-review","Key Advantages","Multi-factor auth integration"
"aberdeen-1996-progress-software-webspeed-internet-OBS-019","aberdeen-1996-progress-software-webspeed-internet","progress-software","webspeed-workbench","technology-assessment","1996","WorkBench visual programming environment","Drag-and-drop VPE; rapid creation of data-based web forms; links database schemas","high","ingest-extraction","document-review","WebSpeed Workshop","Productivity differentiator"
"aberdeen-1996-progress-software-webspeed-internet-OBS-020","aberdeen-1996-progress-software-webspeed-internet","progress-software","webspeed","framework-factor","1996","WebSpeed 'rewrapping' of legacy services","Developers can rewrap existing stored procedures as web objects; reuse field-proven legacy apps","high","ingest-extraction","expert-opinion","Executive Summary","Legacy integration as key value proposition"
"aberdeen-1996-progress-software-webspeed-internet-OBS-021","aberdeen-1996-progress-software-webspeed-internet","progress-software","webspeed","framework-factor","1996","WebSpeed TagExtract dynamic content","Generates information for runtime merge processing; allows web pages to change based on data","high","ingest-extraction","document-review","WebSpeed Workshop","Dynamic content generation"
"aberdeen-1996-progress-software-webspeed-internet-OBS-022","aberdeen-1996-progress-software-webspeed-internet","security-dynamics","ace-server-securid","strategy-classification","1996","Security Dynamics strategic position","Authentication technology provider integrating with web development platforms","medium","ingest-extraction","competitive-profiling","Key Advantages","Acquired by RSA 1999"
"aberdeen-1996-progress-software-webspeed-internet-OBS-023","aberdeen-1996-progress-software-webspeed-internet","progress-software","webspeed","market-data","1996","WebSpeed web server compatibility","Supports Microsoft IIS and Netscape servers; open architecture","high","ingest-extraction","document-review","WebSpeed Workshop","Standards-based open architecture"
"aberdeen-1996-progress-software-webspeed-internet-OBS-024","aberdeen-1996-progress-software-webspeed-internet","progress-software","","expert-opinion","1996","Aberdeen overall WebSpeed rating","Proven technology; adds data-intensive application scalability via state/TP-monitor support plus CADE productivity","high","ingest-extraction","expert-opinion","Conclusion","Final Aberdeen recommendation"
