"obs_id","study_id","entity_id","tech_id","observation_type","year_observed","metric_name","metric_value","confidence","methodology_code","source_page","notes"
"199x-us-insurance-industry-overview-saga-6ce857-OBS-021","199x-us-insurance-industry-overview-saga-6ce857","","","architecture-analysis","1998","claims-service-objective","Casualty claims should be resolved in walk-up fashion across 500 local offices, with any office able to support and update a claim","high","industry-analysis","11-12 notes","Slide 11 sets the business goal; slide 12 notes say any customer can stop in any office and claims can be updated from any local office."
"199x-us-insurance-industry-overview-saga-6ce857-OBS-022","199x-us-insurance-industry-overview-saga-6ce857","","clustering","architecture-analysis","1998","claims-system-user-scale","3-tier claims architecture targets 8,000 users across 500 offices and headquarters","high","industry-analysis","12","Slide 12 describes a Unix or NT cluster supporting the environment."
"199x-us-insurance-industry-overview-saga-6ce857-OBS-023","199x-us-insurance-industry-overview-saga-6ce857","","","architecture-analysis","1998","headquarters-processing-load","Headquarters server is expected to support 3,500 HQ users plus systems management and batch","high","industry-analysis","12 notes-13 notes","The speaker notes add the HQ-user count and responsibilities."
"199x-us-insurance-industry-overview-saga-6ce857-OBS-024","199x-us-insurance-industry-overview-saga-6ce857","","data-warehouse","architecture-analysis","1998","replication-and-record-architecture","Each office keeps a complete active claims copy while transactions are pulled to an enterprise superserver database of record, pushed back to offices, and transformed into a data warehouse","high","industry-analysis","13 notes","Notes describe replication or transaction queuing plus data-warehouse transformation."
"199x-us-insurance-industry-overview-saga-6ce857-OBS-025","199x-us-insurance-industry-overview-saga-6ce857","","clustering","architecture-analysis","1998","capacity-growth-requirement","The target workload exceeds traditional SMP and many clusters, and the platform must absorb 15%-20% annual business-volume growth","high","industry-analysis","13 notes","Scale requirement combines 5,000 remote users, 3,500 HQ users, replication, batch, and data-warehouse transformation duties."
"199x-us-insurance-industry-overview-saga-6ce857-OBS-026","199x-us-insurance-industry-overview-saga-6ce857","software-ag","sap-r3","competitive-strategy","1998","insurance-market-attractiveness","Insurance is a major software market with strong vendor attention from IBM, HP, Sun, SAP, and Microsoft plus a large identifiable U.S. prospect base","high","industry-analysis","14","Slide 14 also says globalization matters relatively little for these application issues."
"199x-us-insurance-industry-overview-saga-6ce857-OBS-027","199x-us-insurance-industry-overview-saga-6ce857","software-ag","internet-web","competitive-strategy","1998","electronic-insurance-supply-chain","An electronic insurance supply chain is inevitable but gradual, and software linking insurers, agencies, and reinsurers should be high value","high","expert-opinion","15","Kastner presents gradual timing but strong eventual demand for connectivity solutions."
"199x-us-insurance-industry-overview-saga-6ce857-OBS-028","199x-us-insurance-industry-overview-saga-6ce857","software-ag","som","competitive-strategy","1998","insurance-platform-requirements","Insurers understand RAS, scalability, interoperability, and security, and they face difficult data-management and process-complexity problems","high","industry-analysis","15","This makes insurance attractive but demanding for enterprise middleware vendors."
"199x-us-insurance-industry-overview-saga-6ce857-OBS-029","199x-us-insurance-industry-overview-saga-6ce857","software-ag","som","competitive-strategy","1998","buy-vs-build-bias","Insurers still tend to build rather than buy","medium","expert-opinion","15","Presented as a commercial obstacle for packaged middleware vendors."
"199x-us-insurance-industry-overview-saga-6ce857-OBS-030","199x-us-insurance-industry-overview-saga-6ce857","software-ag","som","competitive-strategy","1998","mainframe-db-gap","SAG lacks new mainframe database managers, weakening its fit against incumbent data-management choices","medium","expert-opinion","16","Slide 16 asks where SAG fits among legacy and new-breed data management and middleware options."
"199x-us-insurance-industry-overview-saga-6ce857-OBS-031","199x-us-insurance-industry-overview-saga-6ce857","software-ag","som","competitive-strategy","1998","microsoft-competition","SOM would have to fight SQL Server and DCOM head-on","high","expert-opinion","16","Competitive pressure is framed explicitly around Microsoft alternatives."
"199x-us-insurance-industry-overview-saga-6ce857-OBS-032","199x-us-insurance-industry-overview-saga-6ce857","software-ag","som","competitive-strategy","1998","project-economics","New insurance application projects usually cost $10M-$200M, run for years, and depend on outside integrators","high","industry-analysis","16","Deck notes that IT is only part of total program cost."
"199x-us-insurance-industry-overview-saga-6ce857-OBS-033","199x-us-insurance-industry-overview-saga-6ce857","software-ag","som","competitive-strategy","1998","middleware-readiness","Standards-based middleware remains immature and requires ISV support to succeed in insurance","high","expert-opinion","16","Slide 16 explicitly pairs middleware immaturity with the need for ISV backing."
"199x-us-insurance-industry-overview-saga-6ce857-OBS-034","199x-us-insurance-industry-overview-saga-6ce857","software-ag","som","risk","1998","reference-account-objection","Insurers will ask where SOM has already run for a year inside an insurance company","high","expert-opinion","17","Proof of production use is presented as a likely sales objection."
"199x-us-insurance-industry-overview-saga-6ce857-OBS-035","199x-us-insurance-industry-overview-saga-6ce857","software-ag","som","risk","1998","legacy-integration-objection","Insurers will reject the idea that SOM can be plug-and-play with legacy applications","high","expert-opinion","17","Quoted reaction: 'That's ridiculous.'"
"199x-us-insurance-industry-overview-saga-6ce857-OBS-036","199x-us-insurance-industry-overview-saga-6ce857","software-ag","som","risk","1998","performance-and-security-objection","Insurers will worry that SOM imposes network-bandwidth, security, and response-time penalties they cannot afford","high","expert-opinion","17","Slide groups bandwidth, security, and response-time concerns into one objection."
"199x-us-insurance-industry-overview-saga-6ce857-OBS-037","199x-us-insurance-industry-overview-saga-6ce857","software-ag","som","risk","1998","preferred-supplier-objection","Insurers often restrict themselves to a small set of strategic suppliers and may exclude SAGA","high","expert-opinion","17","Slide phrases the shortlist as six, five, or ten strategic suppliers."
"199x-us-insurance-industry-overview-saga-6ce857-OBS-038","199x-us-insurance-industry-overview-saga-6ce857","software-ag","som","risk","1998","competitive-credibility-objection","Insurers will question whether SAGA can out-middleware IBM and Microsoft","high","expert-opinion","17","This frames competitive credibility as a core sales hurdle."
"199x-us-insurance-industry-overview-saga-6ce857-OBS-039","199x-us-insurance-industry-overview-saga-6ce857","software-ag","som","competitive-strategy","1998","property-and-casualty-partner-candidates","Potential P&C partners include Agena, AMS, Applied, PRC, Allenbrook, and PMSC","high","industry-analysis","18","Slide 18 presents these firms as partner possibilities rather than validated commitments."
"199x-us-insurance-industry-overview-saga-6ce857-OBS-040","199x-us-insurance-industry-overview-saga-6ce857","software-ag","som","competitive-strategy","1998","life-and-integration-partner-candidates","Potential life-insurance partners include Continuum, Cybertek, FDP, EZ Data, Sterling Wentworth, and ECTA, while integrator candidates include Andersen, Deloitte & Touche, EDS, and MCI SHL","high","industry-analysis","18","Partner list spans both domain application vendors and large systems integrators."
