"obs_id","study_id","entity_id","tech_id","observation_type","year_observed","metric_name","metric_value","confidence","verification_method","methodology_code","source_page","notes","section"
"2006-unisyswipro-rs-3747-a7e31e.016","2006-unisyswipro-rs-3747-a7e31e","wipro","hybrid-onshore-offshore","strategy-classification","2006","alliance-role","remote-services-prime-contractor","high","ingest-extraction","industry-analysis","2","Wipro handles remote services: remote server management and service desk/help desk support; acts as prime contractor",""
"2006-unisyswipro-rs-3747-a7e31e.017","2006-unisyswipro-rs-3747-a7e31e","fortune-500-client","hybrid-onshore-offshore","market-data","2006","deal-employee-coverage","20000","high","ingest-extraction","industry-analysis","2","Alliance won deal with US-based Fortune 500 company covering more than 20000 employees in US Canada and UK",""
"2006-unisyswipro-rs-3747-a7e31e.018","2006-unisyswipro-rs-3747-a7e31e","aberdeen-group","hybrid-onshore-offshore","expert-opinion","2006","alliance-assessment","combines-cost-savings-with-customer-focus","high","ingest-extraction","industry-analysis","2","Aberdeen concludes the Wipro-Unisys alliance combines cost savings with tighter customer focus",""
"2006-unisyswipro-rs-3747-a7e31e.019","2006-unisyswipro-rs-3747-a7e31e","aberdeen-group","offshore-outsourcing","market-data","2006","india-outsourcing-drivers","cheaper-labor-and-high-quality","high","ingest-extraction","industry-analysis","1","Cheaper labor and high quality formed the foundation of India's rise as an IT powerhouse over the last decade",""
"2006-unisyswipro-rs-3747-a7e31e.020","2006-unisyswipro-rs-3747-a7e31e","wipro","offshore-outsourcing","market-data","2006","provider-ranking","top-three-indian-providers","high","ingest-extraction","industry-analysis","1","Wipro identified as one of the top three Indian IT service providers",""
"2006-unisyswipro-rs-3747-a7e31e.021","2006-unisyswipro-rs-3747-a7e31e","aberdeen-group","hybrid-onshore-offshore","viability-prediction","2006","hybrid-model-viability","high-potential","verified","outcome-linkage","industry-analysis","2","Aberdeen implies the hybrid onshore-offshore model has potential to cover all outsourcing bases for customers",""
"2006-unisyswipro-rs-3747-a7e31e.022","2006-unisyswipro-rs-3747-a7e31e","aberdeen-group","adm-outsourcing","expert-opinion","2006","outsourcing-benefit","cost-savings-and-strategic-focus","high","ingest-extraction","industry-analysis","2","Customers of both vendors cited cost savings and freeing internal IT for strategic work as key outsourcing benefits",""
"2006-unisyswipro-rs-3747-a7e31e.023","2006-unisyswipro-rs-3747-a7e31e","aberdeen-group","hybrid-onshore-offshore","viability-prediction","2006","dual-front-advantage","cost-plus-customer-care","verified","outcome-linkage","industry-analysis","1","Aberdeen predicts buyers can gain advantages on two fronts: offshore cost savings coupled with local customer care",""
"2006-unisyswipro-rs-3747-a7e31e.024","2006-unisyswipro-rs-3747-a7e31e","wipro","hybrid-onshore-offshore","actual-outcome","2026","alliance-persistence","dissolved-or-inactive","medium","ingest-extraction","document-review","","The specific Unisys-Wipro alliance did not become a dominant or enduring partnership; both companies pursued independent strategies",""
"2006-unisyswipro-rs-3747-a7e31e.025","2006-unisyswipro-rs-3747-a7e31e","aberdeen-group","hybrid-onshore-offshore","actual-outcome","2026","hybrid-model-adoption","industry-standard","verified","ingest-extraction","document-review","","Hybrid onshore-offshore delivery became the standard model in IT outsourcing; virtually all major providers now offer combined local and remote delivery",""
"2006-unisyswipro-rs-3747-a7e31e.026","2006-unisyswipro-rs-3747-a7e31e","unisys","adm-outsourcing","actual-outcome","2026","company-status","active-pivoted-to-digital","verified","outcome-linkage","document-review","","Unisys remains active but has pivoted significantly toward digital workplace solutions cloud and cybersecurity rather than traditional outsourcing",""
"2006-unisyswipro-rs-3747-a7e31e.027","2006-unisyswipro-rs-3747-a7e31e","wipro","adm-outsourcing","actual-outcome","2026","company-status","active-major-growth","verified","ingest-extraction","document-review","",", Wipro grew substantially to become a top-tier global IT services company with acquisitions including Capco and others; rebranded as Wipro Limited",""
"2006-unisyswipro-rs-3747-a7e31e.028","2006-unisyswipro-rs-3747-a7e31e","aberdeen-group","adm-outsourcing","actual-outcome","2018","company-status","acquired-dissolved","verified","ingest-extraction","document-review","",", Aberdeen Group acquired by Harte-Hanks in 2017; brand later absorbed by Spiceworks Ziff Davis by 2018",""
"2006-unisyswipro-rs-3747-a7e31e.029","2006-unisyswipro-rs-3747-a7e31e","aberdeen-group","adm-outsourcing","technology-assessment","2006","outsourcing-market-maturity","growth-phase","medium","ingest-extraction","industry-analysis","1","The ADM outsourcing market was in a growth phase with India emerging as the dominant offshore destination",""
"2006-unisyswipro-rs-3747-a7e31e.030","2006-unisyswipro-rs-3747-a7e31e","aberdeen-group","vendor-management-processes","framework-factor","2006","challenge-mitigation-factor","management-time-investment","high","ingest-extraction","field-research","2","Dedicating more management time identified as the primary factor (59%) in overcoming outsourcing challenges",""
