"obs_id","study_id","entity_id","tech_id","observation_type","year_observed","metric_name","metric_value","confidence","methodology_code","source_page","notes"
"dct-dceit-practice-v6-2002-OBS-011","dct-dceit-practice-v6-2002","pace-micro","mpeg-4","framework-definition","2002","Pace DSL 4000 and IP500 gateway coverage","DSL 4000 enables short-haul DSL MPEG-1+2 video; IP500 enables MPEG-4 over longer DSL estimated to cover 70% of rural areas","high","competitive-profiling","slide 46","DSL-based IPTV enabling technology"
"dct-dceit-practice-v6-2002-OBS-012","dct-dceit-practice-v6-2002","time-warner-cable","","expert-opinion","2002","Cable MSO financial posture","MSOs are financially constrained: capital equipment (STB) must be very cost-effective; profitability is marginal; strong interest in new fee services and content consumption expansion; tremendous rental consumer access; limited field skills, no centralized support, marginal consumer credibility","medium","industry-analysis","slide 40","Strategic assessment of cable operator posture"
"dct-dceit-practice-v6-2002-OBS-013","dct-dceit-practice-v6-2002","apex-digital","","business-model-analysis","2002","Apex Digital challenger business model","3-6 month design cycles leveraging feature-rich semiconductor reference designs; Chinese contract manufacturing; low overhead; fluid organization — versus historic CE: 2-year cycles, backward integration, heavy overhead, ponderous structures","high","competitive-profiling","slide 52","Archetype of post-2000 CE disruptor"
"dct-dceit-practice-v6-2002-OBS-014","dct-dceit-practice-v6-2002","","","viability-prediction","2003","CE incumbent share and profitability","Broad DCEIT industry forces will make share and profitability loss inevitable for incumbents who fail to adapt","[DEFERRED]","expert-opinion","slide 50","Prediction about CE incumbent decline"
"dct-dceit-practice-v6-2002-OBS-015","dct-dceit-practice-v6-2002","microsoft","xbox-live","product-introduction","2002","Xbox Live launch economics","Closed online gaming network; $49/year fee including VOIP headset; gaming fees set by game software companies","high","competitive-profiling","slide 57","Subscription gaming as platform strategy"
"dct-dceit-practice-v6-2002-OBS-016","dct-dceit-practice-v6-2002","","","framework-definition","2002","Game console platform as media-server base","Game console platforms have possible media-server base, high-speed graphics rendering, Internet access, DVD play, large hard drive, saturating teenage market, strong channel presence, razor-and-blades pricing suggesting potential hardware subsidies to improve position","medium","industry-analysis","slide 56","Console as convergence device thesis"
"dct-dceit-practice-v6-2002-OBS-017","dct-dceit-practice-v6-2002","electronic-arts","","expert-opinion","2002","EA broadband gaming posture","Success of narrowband interactive gaming suggests pent-up demand for broadband format; key requirement beyond connectivity is display/processor (P-4) in home; EA platform-agnostic and potential key strategic partner","medium","competitive-profiling","slide 59","EA as neutral platform partner"
"dct-dceit-practice-v6-2002-OBS-018","dct-dceit-practice-v6-2002","","","framework-definition","2002","LCD display companies positioning","Increasing yields of large flat-panel displays will make technology economic in consumer products; ability to integrate digital electronics on display substrates will enable display-centric computers and video products; display makers may become end-product manufacturers as value-add grows","high","industry-analysis","slide 72","Predicted integrated-display products"
"dct-dceit-practice-v6-2002-OBS-019","dct-dceit-practice-v6-2002","intel","","product-introduction","2002","Intel Personal Video Player reference design","Four-inch color display; 30 GB storage for 100 hours of video; DRM; 3+ hours battery life","high","competitive-profiling","slide 80","Pre-iPod video device reference design"
"dct-dceit-practice-v6-2002-OBS-020","dct-dceit-practice-v6-2002","intel","","product-introduction","2002","Intel Advanced Home Media Platform reference design","Broadband gateway + DVD playback + PVR + TV reception + MP3 + interactive gaming + content storage + VOD + home networking; Linux/embedded XP/CE OS support","high","competitive-profiling","slide 81","Comprehensive Media Center reference"
"dct-dceit-practice-v6-2002-OBS-021","dct-dceit-practice-v6-2002","broadcom","","product-introduction","2002","Broadcom STB and router silicon","STB chipset with PVR capability; single-chip ADSL router/bridge with USB and Ethernet","high","competitive-profiling","slide 79","Device-level enablers"
"dct-dceit-practice-v6-2002-OBS-022","dct-dceit-practice-v6-2002","wind-river","rtos-embedded","product-introduction","2002","Wind River Tornado for Home Gateways","Integrated software platform and development environment for broadband access gateways: RTOS + embedded web server + Ethernet + USB + xDSL + DOCSIS + voice/multimedia + home networking options (802.11a/b/g, HomePNA, Bluetooth, HomePlug)","high","competitive-profiling","slide 78","Embedded platform for gateway vendors"
"dct-dceit-practice-v6-2002-OBS-023","dct-dceit-practice-v6-2002","","blue-laser-dvd","viability-prediction","2003","Blue-laser optical storage timing","24-27 GB discs versus 4.7 GB current; likely available 2003 in read/record products","[DEFERRED]","expert-opinion","slide 82","Blu-ray timing prediction"
"dct-dceit-practice-v6-2002-OBS-024","dct-dceit-practice-v6-2002","","ultra-wideband","viability-prediction","2004","Ultrawideband outlook","Potential inexpensive 100 Mbit short-range wireless; may be technology of choice for streaming video","[DEFERRED]","expert-opinion","slide 82","UWB prediction — partially materialized as wireless USB/WiGig"
"dct-dceit-practice-v6-2002-OBS-025","dct-dceit-practice-v6-2002","","","expert-opinion","2002","Competitive dynamics conclusions","Open systems/interoperability required for unbundled offerings; box-level products commoditized rapidly; DRM and effort to program media servers with legacy content may create first-mover edge; expensive recurring-fee business models for undifferentiated content will become bundled give-aways","high","industry-analysis","slide 83","Four dynamics predictions"
"dct-dceit-practice-v6-2002-OBS-026","dct-dceit-practice-v6-2002","aberdeen-group","","framework-definition","2002","Supply chain value/volatility/configurability matrix","As many as four supply-chain models required: traditional ship-to-stock via multi-tier distribution; rapid replenishment from central stock; configure-to-order; web-based sales — mapped to product axes value/volatility/configurability","high","industry-analysis","slides 94-101","Supply chain framework unique to v6"
"dct-dceit-practice-v6-2002-OBS-027","dct-dceit-practice-v6-2002","","","expert-opinion","2002","What CE companies must get right","Good user experience for all products; competitive box-level products; value-added systems of products enabling value pricing (seamless plug-and-play, superb customer support, extended asset life through field upgrades/downloads for a fee)","high","expert-opinion","slide 88","CE vendor prescriptions"
"dct-dceit-practice-v6-2002-OBS-028","dct-dceit-practice-v6-2002","aberdeen-group","dceit-framework","topic-insight","2002","Version evolution note","This v6 deck (Sep 2002) is the final iteration of a practice-overview presentation evolved through DCT-Board-Presentation (Jul 2002, board-level summary), DCT-practice-jul-26 (Jul 26 2002, full deck with market sizing: US CE market ~$94B 2001, forecast $118B 2005 @ 6% CAGR, home networking 58% CAGR, home gateways 73% CAGR), and DCEIT-Practice (Aug-Sep 2002, DCEIT rebrand). Prior versions archived but not separately ingested per user decision.","high","document-review","version history","Metadata capturing three prior versions not separately parsed"
"dct-dceit-practice-v6-2002-OBS-029","dct-dceit-practice-v6-2002","aberdeen-group","","topic-insight","2002","Companion artifacts","Companion Nov 1 2002 webinar (dct-webinar-nov-2002) extended this framework with deep-dives on Mobile Convergence Devices, Media Servers, and Home Networking; promotional announcement archived as dct-webinar-announcement-2002-11","high","document-review","related_study_ids","Cross-links: dct-webinar-nov-2002, dct-webinar-announcement-2002-11"
